tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5,avaliador6
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/986043?guid=1652565295014&returnUrl=%2fresultado%2flistar%3fguid%3d1652565295014%26quantidadePaginas%3d1%26codigoRegistro%3d986043%23986043&i=1,orcid.org/0000-0001-8309-6367,orcid.org/0000-0002-6044-4012,orcid.org/0000-0002-7603-9695,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1050562?guid=1652565335997&returnUrl=%2fresultado%2flistar%3fguid%3d1652565335997%26quantidadePaginas%3d1%26codigoRegistro%3d1050562%231050562&i=2,orcid.org/0000-0002-6540-8686,orcid.org/0000-0003-2592-3664,orcid.org/0000-0002-9539-6874,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/985641?guid=1652565370337&returnUrl=%2fresultado%2flistar%3fguid%3d1652565370337%26quantidadePaginas%3d1%26codigoRegistro%3d985641%23985641&i=4,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-4555-5598,orcid.org/0000-0002-8972-080X,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988452?guid=1652565400540&returnUrl=%2fresultado%2flistar%3fguid%3d1652565400540%26quantidadePaginas%3d1%26codigoRegistro%3d988452%23988452&i=2,orcid.org/0000-0002-0472-4810,orcid.org/0000-0003-2162-6523,orcid.org/0000-0002-8972-080X,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988670?guid=1652565422834&returnUrl=%2fresultado%2flistar%3fguid%3d1652565422834%26quantidadePaginas%3d1%26codigoRegistro%3d988670%23988670&i=1,orcid.org/0000-0001-9772-263X,sem orcid,sem orcid,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1060709?guid=1652565449174&returnUrl=%2fresultado%2flistar%3fguid%3d1652565449174%26quantidadePaginas%3d1%26codigoRegistro%3d1060709%231060709&i=3,orcid.org/0000-0001-5201-1244,orcid.org/0000-0001-9068-938X,orcid.org/0000-0003-4861-7061,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989282?guid=1652565476027&returnUrl=%2fresultado%2flistar%3fguid%3d1652565476027%26quantidadePaginas%3d1%26codigoRegistro%3d989282%23989282&i=3,orcid.org/0000-0002-4248-2744,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-2431-8457,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/988854?guid=1652565511991&returnUrl=%2fresultado%2flistar%3fguid%3d1652565511991%26quantidadePaginas%3d1%26codigoRegistro%3d988854%23988854&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0001-8824-3055,orcid.org/0000-0002-3823-8941,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989419?guid=1652565542600&returnUrl=%2fresultado%2flistar%3fguid%3d1652565542600%26quantidadePaginas%3d1%26codigoRegistro%3d989419%23989419&i=1,orcid.org/0000-0003-1001-082X,sem orcid,orcid.org/0000-0002-0472-4810,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/990899?guid=1652565593218&returnUrl=%2fresultado%2flistar%3fguid%3d1652565593218%26quantidadePaginas%3d1%26codigoRegistro%3d990899%23990899&i=1,orcid.org/0000-0003-1783-4231,orcid.org/0000-0003-1979-7817,orcid.org/0000-0002-8803-0401,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/990516?guid=1652565677356&returnUrl=%2fresultado%2flistar%3fguid%3d1652565677356%26quantidadePaginas%3d1%26codigoRegistro%3d990516%23990516&i=2,orcid.org/0000-0002-2914-5380,orcid.org/0000-0001-8522-2056,orcid.org/0000-0002-6197-2626,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989865?guid=1652565713536&returnUrl=%2fresultado%2flistar%3fguid%3d1652565713536%26quantidadePaginas%3d1%26codigoRegistro%3d989865%23989865&i=2,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0003-2608-4807,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/993981?guid=1652565740319&returnUrl=%2fresultado%2flistar%3fguid%3d1652565740319%26quantidadePaginas%3d1%26codigoRegistro%3d993981%23993981&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0002-0796-3868,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/989689?guid=1652565772586&returnUrl=%2fresultado%2flistar%3fguid%3d1652565772586%26quantidadePaginas%3d1%26codigoRegistro%3d989689%23989689&i=1,orcid.org/0000-0002-4248-2744,orcid.org/0000-0002-4830-5298,sem orcid,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/994808?guid=1652565800051&returnUrl=%2fresultado%2flistar%3fguid%3d1652565800051%26quantidadePaginas%3d1%26codigoRegistro%3d994808%23994808&i=1,orcid.org/0000-0003-4290-6508,orcid.org/0000-0002-7603-9695,sem orcid,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/990800?guid=1652565840551&returnUrl=%2fresultado%2flistar%3fguid%3d1652565840551%26quantidadePaginas%3d1%26codigoRegistro%3d990800%23990800&i=2,orcid.org/0000-0002-8603-699X,orcid.org/0000-0002-8972-080X,sem orcid,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/994197?guid=1652565865887&returnUrl=%2fresultado%2flistar%3fguid%3d1652565865887%26quantidadePaginas%3d1%26codigoRegistro%3d994197%23994197&i=1,orcid.org/0000-0002-3372-3366,orcid.org/0000-0002-0472-4810,orcid.org/0000-0001-8881-1657,orcid.org/0000-0002-1953-9132,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/993762?guid=1652566022755&returnUrl=%2fresultado%2flistar%3fguid%3d1652566022755%26quantidadePaginas%3d1%26codigoRegistro%3d993762%23993762&i=16,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0003-0467-3133,,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/991617?guid=1652566079522&returnUrl=%2fresultado%2flistar%3fguid%3d1652566079522%26quantidadePaginas%3d1%26codigoRegistro%3d991617%23991617&i=1,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0002-1180-2637,,,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/981754?guid=1652566104375&returnUrl=%2fresultado%2flistar%3fguid%3d1652566104375%26quantidadePaginas%3d1%26codigoRegistro%3d981754%23981754&i=2,orcid.org/0000-0002-3159-4839,sem orcid,orcid.org/0000-0003-2277-4632,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-3152-4523,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/986670?guid=1652566163698&returnUrl=%2fresultado%2flistar%3fguid%3d1652566163698%26quantidadePaginas%3d1%26codigoRegistro%3d986670%23986670&i=3,orcid.org/0000-0003-0750-0502,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,orcid.org/0000-0001-9772-263X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/984684?guid=1652566199323&returnUrl=%2fresultado%2flistar%3fguid%3d1652566199323%26quantidadePaginas%3d1%26codigoRegistro%3d984684%23984684&i=2,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0003-3441-0887,orcid.org/0000-0003-1908-4753,orcid.org/0000-0001-9772-263X,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/984605?guid=1652566237627&returnUrl=%2fresultado%2flistar%3fguid%3d1652566237627%26quantidadePaginas%3d1%26codigoRegistro%3d984605%23984605&i=1,orcid.org/0000-0002-3823-8941,sem orcid,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-6023-5982,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/983576?guid=1652566278575&returnUrl=%2fresultado%2flistar%3fguid%3d1652566278575%26quantidadePaginas%3d1%26codigoRegistro%3d983576%23983576&i=1,orcid.org/0000-0002-6731-1482,sem orcid,orcid.org/0000-0001-5227-7165,orcid.org/0000-0002-7002-875X,orcid.org/0000-0001-9241-2229,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/987504?guid=1652566312160&returnUrl=%2fresultado%2flistar%3fguid%3d1652566312160%26quantidadePaginas%3d1%26codigoRegistro%3d987504%23987504&i=4,orcid.org/0000-0003-2608-4807,sem orcid,orcid.org/0000-0002-0349-7441,sem orcid,orcid.org/0000-0003-1001-082X,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/986056?guid=1652566347261&returnUrl=%2fresultado%2flistar%3fguid%3d1652566347261%26quantidadePaginas%3d1%26codigoRegistro%3d986056%23986056&i=2,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0002-4231-9621,sem orcid,orcid.org/0000-0002-4531-1473,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/987173?guid=1652566377947&returnUrl=%2fresultado%2flistar%3fguid%3d1652566377947%26quantidadePaginas%3d1%26codigoRegistro%3d987173%23987173&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0003-4036-8064,orcid.org/0000-0001-5944-8246,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-2608-4807,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/989942?guid=1652566414804&returnUrl=%2fresultado%2flistar%3fguid%3d1652566414804%26quantidadePaginas%3d1%26codigoRegistro%3d989942%23989942&i=2,orcid.org/0000-0001-5685-8004,orcid.org/0000-0002-6317-218X,sem orcid,orcid.org/0000-0002-5243-0921,orcid.org/0000-0003-0125-630X,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/987776?guid=1652566446874&returnUrl=%2fresultado%2flistar%3fguid%3d1652566446874%26quantidadePaginas%3d1%26codigoRegistro%3d987776%23987776&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-9460-8847,orcid.org/0000-0001-8522-2056,orcid.org/0000-0002-1756-4852,orcid.org/0000-0001-5426-7083,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/990921?guid=1652566487403&returnUrl=%2fresultado%2flistar%3fguid%3d1652566487403%26quantidadePaginas%3d1%26codigoRegistro%3d990921%23990921&i=1,orcid.org/0000-0003-4869-5190,orcid.org/0000-0001-8824-3055,orcid.org/0000-0002-0375-1657,orcid.org/0000-0002-9539-6874,orcid.org/0000-0003-1140-4513,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/989599?guid=1652566523625&returnUrl=%2fresultado%2flistar%3fguid%3d1652566523625%26quantidadePaginas%3d1%26codigoRegistro%3d989599%23989599&i=3,orcid.org/0000-0001-6030-2682,sem orcid,orcid.org/0000-0002-5259-2859,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-0472-4810,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/990267?guid=1652566555354&returnUrl=%2fresultado%2flistar%3fguid%3d1652566555354%26quantidadePaginas%3d1%26codigoRegistro%3d990267%23990267&i=1,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-2283-1123,sem orcid,orcid.org/0000-0002-4329-6214,orcid.org/0000-0002-9545-2098,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/991387?guid=1652566599126&returnUrl=%2fresultado%2flistar%3fguid%3d1652566599126%26quantidadePaginas%3d1%26codigoRegistro%3d991387%23991387&i=2,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-3087-9234,sem orcid,orcid.org/0000-0002-6023-5982,orcid.org/0000-0002-3372-3366,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1045278?guid=1652566637103&returnUrl=%2fresultado%2flistar%3fguid%3d1652566637103%26quantidadePaginas%3d1%26codigoRegistro%3d1045278%231045278&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0001-6503-8016,orcid.org/0000-0003-1929-9391,orcid.org/0000-0002-1756-4852,orcid.org/0000-0001-8309-6367,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/991785?guid=1652566669444&returnUrl=%2fresultado%2flistar%3fguid%3d1652566669444%26quantidadePaginas%3d1%26codigoRegistro%3d991785%23991785&i=1,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-4177-1322,sem orcid,orcid.org/0000-0003-4832-9318,orcid.org/0000-0001-8309-6367,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/993696?guid=1652566707899&returnUrl=%2fresultado%2flistar%3fguid%3d1652566707899%26quantidadePaginas%3d1%26codigoRegistro%3d993696%23993696&i=3,orcid.org/0000-0002-7002-875X,sem orcid,sem orcid,orcid.org/0000-0002-4531-1473,orcid.org/0000-0002-2457-0783,,
