tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/794180?guid=1652457756102&returnUrl=%2fresultado%2flistar%3fguid%3d1652457756102%26quantidadePaginas%3d1%26codigoRegistro%3d794180%23794180&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0001-6030-2682,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/798651?guid=1652461510886&returnUrl=%2fresultado%2flistar%3fguid%3d1652461510886%26quantidadePaginas%3d1%26codigoRegistro%3d798651%23798651&i=1,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0002-1756-4852,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/795370?guid=1652461558805&returnUrl=%2fresultado%2flistar%3fguid%3d1652461558805%26quantidadePaginas%3d1%26codigoRegistro%3d795370%23795370&i=1,orcid.org/0000-0001-5015-2131,orcid.org/0000-0003-4861-7061,orcid.org/0000-0003-0125-630X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/795402?guid=1652461616908&returnUrl=%2fresultado%2flistar%3fguid%3d1652461616908%26quantidadePaginas%3d1%26codigoRegistro%3d795402%23795402&i=1,orcid.org/0000-0001-6030-2682,sem orcid,orcid.org/0000-0003-4462-3325,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/798017?guid=1652461661403&returnUrl=%2fresultado%2flistar%3fguid%3d1652461661403%26quantidadePaginas%3d1%26codigoRegistro%3d798017%23798017&i=1,sem orcid,orcid.org/0000-0002-5591-3750,orcid.org/0000-0002-1180-2637,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/796728?guid=1652461719412&returnUrl=%2fresultado%2flistar%3fguid%3d1652461719412%26quantidadePaginas%3d1%26codigoRegistro%3d796728%23796728&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0003-1574-0362,orcid.org/0000-0002-1756-4852,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/798158?guid=1652461811233&returnUrl=%2fresultado%2flistar%3fguid%3d1652461811233%26quantidadePaginas%3d1%26codigoRegistro%3d798158%23798158&i=1,orcid.org/0000-0001-6030-2682,orcid.org/0000-0002-4865-5896,orcid.org/0000-0002-1180-2637,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/803009?guid=1652461899273&returnUrl=%2fresultado%2flistar%3fguid%3d1652461899273%26quantidadePaginas%3d1%26codigoRegistro%3d803009%23803009&i=1,orcid.org/0000-0002-9529-4253,orcid.org/0000-0002-6399-8790,orcid.org/0000-0003-0125-630X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/823309?guid=1652461931244&returnUrl=%2fresultado%2flistar%3fguid%3d1652461931244%26quantidadePaginas%3d1%26codigoRegistro%3d823309%23823309&i=1,orcid.org/0000-0002-5945-0845,sem orcid,orcid.org/0000-0002-1067-6421,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/822086?guid=1652461962386&returnUrl=%2fresultado%2flistar%3fguid%3d1652461962386%26quantidadePaginas%3d1%26codigoRegistro%3d822086%23822086&i=2,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0001-9772-263X,sem orcid,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/802943?guid=1652462147702&returnUrl=%2fresultado%2flistar%3fguid%3d1652462147702%26quantidadePaginas%3d1%26codigoRegistro%3d802943%23802943&i=2,orcid.org/0000-0002-6731-1482,sem orcid,orcid.org/0000-0002-7002-875X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/821421?guid=1652462175403&returnUrl=%2fresultado%2flistar%3fguid%3d1652462175403%26quantidadePaginas%3d1%26codigoRegistro%3d821421%23821421&i=1,orcid.org/0000-0003-4869-5190,sem orcid,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/845168?guid=1652462246191&returnUrl=%2fresultado%2flistar%3fguid%3d1652462246191%26quantidadePaginas%3d1%26codigoRegistro%3d845168%23845168&i=1,orcid.org/0000-0001-9772-263X,sem orcid,orcid.org/0000-0003-1908-4753,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/804619?guid=1652462290634&returnUrl=%2fresultado%2flistar%3fguid%3d1652462290634%26quantidadePaginas%3d1%26codigoRegistro%3d804619%23804619&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0003-4869-5190,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/823147?guid=1652462376919&returnUrl=%2fresultado%2flistar%3fguid%3d1652462376919%26quantidadePaginas%3d1%26codigoRegistro%3d823147%23823147&i=1,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0002-1180-2637,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/820838?guid=1652462480580&returnUrl=%2fresultado%2flistar%3fguid%3d1652462480580%26quantidadePaginas%3d1%26codigoRegistro%3d820838%23820838&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0003-1908-4753,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/836587?guid=1652462568222&returnUrl=%2fresultado%2flistar%3fguid%3d1652462568222%26quantidadePaginas%3d1%26codigoRegistro%3d836587%23836587&i=1,orcid.org/0000-0002-2914-5380,orcid.org/0000-0001-8522-2056,orcid.org/0000-0003-0125-630X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/845752?guid=1652462600537&returnUrl=%2fresultado%2flistar%3fguid%3d1652462600537%26quantidadePaginas%3d1%26codigoRegistro%3d845752%23845752&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0002-1756-4852,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/837152?guid=1652462643240&returnUrl=%2fresultado%2flistar%3fguid%3d1652462643240%26quantidadePaginas%3d1%26codigoRegistro%3d837152%23837152&i=1,orcid.org/0000-0001-5015-2131,orcid.org/0000-0002-0483-3435,orcid.org/0000-0001-9772-263X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/836613?guid=1652462675761&returnUrl=%2fresultado%2flistar%3fguid%3d1652462675761%26quantidadePaginas%3d1%26codigoRegistro%3d836613%23836613&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-6625-6047,orcid.org/0000-0003-1783-4231,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/836990?guid=1652462784949&returnUrl=%2fresultado%2flistar%3fguid%3d1652462784949%26quantidadePaginas%3d1%26codigoRegistro%3d836990%23836990&i=2,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/837030?guid=1652462946601&returnUrl=%2fresultado%2flistar%3fguid%3d1652462946601%26quantidadePaginas%3d1%26codigoRegistro%3d837030%23837030&i=1,orcid.org/0000-0001-9772-263X,sem orcid,orcid.org/0000-0002-5945-0845,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/840903?guid=1652463042944&returnUrl=%2fresultado%2flistar%3fguid%3d1652463042944%26quantidadePaginas%3d1%26codigoRegistro%3d840903%23840903&i=1,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0001-5015-2131,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/840123?guid=1652463093515&returnUrl=%2fresultado%2flistar%3fguid%3d1652463093515%26quantidadePaginas%3d1%26codigoRegistro%3d840123%23840123&i=1,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-0040-0752,orcid.org/0000-0003-0683-7672,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/836507?guid=1652463153729&returnUrl=%2fresultado%2flistar%3fguid%3d1652463153729%26quantidadePaginas%3d1%26codigoRegistro%3d836507%23836507&i=1,orcid.org/0000-0002-5945-0845,orcid.org/0000-0001-5604-1002,orcid.org/0000-0002-1067-6421,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/836668?guid=1652463244507&returnUrl=%2fresultado%2flistar%3fguid%3d1652463244507%26quantidadePaginas%3d1%26codigoRegistro%3d836668%23836668&i=1,orcid.org/0000-0002-9529-4253,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-4804-5788,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/846134?guid=1652463277296&returnUrl=%2fresultado%2flistar%3fguid%3d1652463277296%26quantidadePaginas%3d1%26codigoRegistro%3d846134%23846134&i=1,orcid.org/0000-0002-7002-875X,sem orcid,orcid.org/0000-0002-6731-1482,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/839953?guid=1652463388526&returnUrl=%2fresultado%2flistar%3fguid%3d1652463388526%26quantidadePaginas%3d1%26codigoRegistro%3d839953%23839953&i=1,sem orcid,sem orcid,orcid.org/0000-0002-8803-0401,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/838912?guid=1652463430030&returnUrl=%2fresultado%2flistar%3fguid%3d1652463430030%26quantidadePaginas%3d1%26codigoRegistro%3d838912%23838912&i=1,orcid.org/0000-0003-0683-7672,sem orcid,orcid.org/0000-0003-0125-630X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/840062?guid=1652463462620&returnUrl=%2fresultado%2flistar%3fguid%3d1652463462620%26quantidadePaginas%3d1%26codigoRegistro%3d840062%23840062&i=1,orcid.org/0000-0002-6540-8686,sem orcid,orcid.org/0000-0002-1180-2637,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/838906?guid=1652463509485&returnUrl=%2fresultado%2flistar%3fguid%3d1652463509485%26quantidadePaginas%3d1%26codigoRegistro%3d838906%23838906&i=1,orcid.org/0000-0002-6540-8686,sem orcid,orcid.org/0000-0002-6731-1482,,
