tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/954212?guid=1652547649823&returnUrl=%2fresultado%2flistar%3fguid%3d1652547649823%26quantidadePaginas%3d1%26codigoRegistro%3d954212%23954212&i=1,orcid.org/0000-0001-6030-2682,sem orcid,orcid.org/0000-0002-8603-699X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/953631?guid=1652547712371&returnUrl=%2fresultado%2flistar%3fguid%3d1652547712371%26quantidadePaginas%3d1%26codigoRegistro%3d953631%23953631&i=2,orcid.org/0000-0003-1908-4753,orcid.org/0000-0003-4549-7105,orcid.org/0000-0002-7603-9695,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/953626?guid=1652547779538&returnUrl=%2fresultado%2flistar%3fguid%3d1652547779538%26quantidadePaginas%3d1%26codigoRegistro%3d953626%23953626&i=1,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-5015-2131,orcid.org/0000-0003-0040-0752,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/955292?guid=1652547872021&returnUrl=%2fresultado%2flistar%3fguid%3d1652547872021%26quantidadePaginas%3d1%26codigoRegistro%3d955292%23955292&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0001-5615-1746,orcid.org/0000-0003-2608-4807,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/953639?guid=1652547954403&returnUrl=%2fresultado%2flistar%3fguid%3d1652547954403%26quantidadePaginas%3d1%26codigoRegistro%3d953639%23953639&i=1,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0002-3159-4839,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/954777?guid=1652548027183&returnUrl=%2fresultado%2flistar%3fguid%3d1652548027183%26quantidadePaginas%3d1%26codigoRegistro%3d954777%23954777&i=1,orcid.org/0000-0003-2608-4807,orcid.org/0000-0001-9772-263X,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/953596?guid=1652548098605&returnUrl=%2fresultado%2flistar%3fguid%3d1652548098605%26quantidadePaginas%3d1%26codigoRegistro%3d953596%23953596&i=1,orcid.org/0000-0003-1908-4753,sem orcid,orcid.org/0000-0002-1756-4852,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/953644?guid=1652548179394&returnUrl=%2fresultado%2flistar%3fguid%3d1652548179394%26quantidadePaginas%3d1%26codigoRegistro%3d953644%23953644&i=1,orcid.org/0000-0003-1908-4753,sem orcid,orcid.org/0000-0001-8309-6367,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/954809?guid=1652548272823&returnUrl=%2fresultado%2flistar%3fguid%3d1652548272823%26quantidadePaginas%3d1%26codigoRegistro%3d954809%23954809&i=3,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-2059-9463,orcid.org/0000-0001-5015-2131,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/955270?guid=1652548406551&returnUrl=%2fresultado%2flistar%3fguid%3d1652548406551%26quantidadePaginas%3d1%26codigoRegistro%3d955270%23955270&i=1,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-8229-3385,orcid.org/0000-0002-3152-4523,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/959703?guid=1652548475889&returnUrl=%2fresultado%2flistar%3fguid%3d1652548475889%26quantidadePaginas%3d1%26codigoRegistro%3d959703%23959703&i=4,orcid.org/0000-0002-3372-3366,orcid.org/0000-0002-1953-9132,orcid.org/0000-0002-6023-5982,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/956223?guid=1652548525927&returnUrl=%2fresultado%2flistar%3fguid%3d1652548525927%26quantidadePaginas%3d1%26codigoRegistro%3d956223%23956223&i=1,orcid.org/0000-0002-3823-8941,orcid.org/0000-0002-6023-5982,orcid.org/0000-0003-2314-5117,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/954495?guid=1652548585733&returnUrl=%2fresultado%2flistar%3fguid%3d1652548585733%26quantidadePaginas%3d1%26codigoRegistro%3d954495%23954495&i=1,sem orcid,sem orcid,orcid.org/0000-0002-6731-1482,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/967502?guid=1652548624253&returnUrl=%2fresultado%2flistar%3fguid%3d1652548624253%26quantidadePaginas%3d1%26codigoRegistro%3d967502%23967502&i=2,orcid.org/0000-0002-7002-875X,orcid.org/0000-0002-3823-8941,orcid.org/0000-0003-1783-4231,sem orcid,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/960993?guid=1652548675298&returnUrl=%2fresultado%2flistar%3fguid%3d1652548675298%26quantidadePaginas%3d1%26codigoRegistro%3d960993%23960993&i=2,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-5243-0921,orcid.org/0000-0002-4236-8212,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/959740?guid=1652548736432&returnUrl=%2fresultado%2flistar%3fguid%3d1652548736432%26quantidadePaginas%3d1%26codigoRegistro%3d959740%23959740&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0001-8515-0582,orcid.org/0000-0002-1180-2637,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/959709?guid=1652548838038&returnUrl=%2fresultado%2flistar%3fguid%3d1652548838038%26quantidadePaginas%3d1%26codigoRegistro%3d959709%23959709&i=2,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-5250-1785,orcid.org/0000-0002-8603-699X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/959777?guid=1652548947480&returnUrl=%2fresultado%2flistar%3fguid%3d1652548947480%26quantidadePaginas%3d1%26codigoRegistro%3d959777%23959777&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-8972-080X,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/962103?guid=1652549034295&returnUrl=%2fresultado%2flistar%3fguid%3d1652549034295%26quantidadePaginas%3d1%26codigoRegistro%3d962103%23962103&i=2,orcid.org/0000-0003-2608-4807,orcid.org/0000-0002-0527-1083,orcid.org/0000-0001-5122-5646,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/959796?guid=1652549067076&returnUrl=%2fresultado%2flistar%3fguid%3d1652549067076%26quantidadePaginas%3d1%26codigoRegistro%3d959796%23959796&i=13,orcid.org/0000-0003-3333-6822,orcid.org/0000-0001-6822-931X,orcid.org/0000-0003-2608-4807,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/960941?guid=1652549118499&returnUrl=%2fresultado%2flistar%3fguid%3d1652549118499%26quantidadePaginas%3d1%26codigoRegistro%3d960941%23960941&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0002-7754-4298,orcid.org/0000-0003-4290-6508,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/962881?guid=1652549149923&returnUrl=%2fresultado%2flistar%3fguid%3d1652549149923%26quantidadePaginas%3d1%26codigoRegistro%3d962881%23962881&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0003-1399-7535,orcid.org/0000-0001-8309-6367,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/965252?guid=1652549194626&returnUrl=%2fresultado%2flistar%3fguid%3d1652549194626%26quantidadePaginas%3d1%26codigoRegistro%3d965252%23965252&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0002-9671-9313,orcid.org/0000-0001-5122-5646,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/961379?guid=1652549239376&returnUrl=%2fresultado%2flistar%3fguid%3d1652549239376%26quantidadePaginas%3d1%26codigoRegistro%3d961379%23961379&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0002-4248-2744,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/961142?guid=1652549274299&returnUrl=%2fresultado%2flistar%3fguid%3d1652549274299%26quantidadePaginas%3d1%26codigoRegistro%3d961142%23961142&i=1,orcid.org/0000-0001-5201-1244,orcid.org/0000-0001-5685-8004,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/965693?guid=1652549298711&returnUrl=%2fresultado%2flistar%3fguid%3d1652549298711%26quantidadePaginas%3d1%26codigoRegistro%3d965693%23965693&i=4,orcid.org/0000-0001-5201-1244,orcid.org/0000-0001-5396-9868,orcid.org/0000-0002-4236-8212,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/962877?guid=1652549343156&returnUrl=%2fresultado%2flistar%3fguid%3d1652549343156%26quantidadePaginas%3d1%26codigoRegistro%3d962877%23962877&i=4,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0001-6030-2682,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/964406?guid=1652549376363&returnUrl=%2fresultado%2flistar%3fguid%3d1652549376363%26quantidadePaginas%3d1%26codigoRegistro%3d964406%23964406&i=2,orcid.org/0000-0002-6731-1482,orcid.org/0000-0001-5227-7165,orcid.org/0000-0001-9241-2229,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/945945?guid=1652549417410&returnUrl=%2fresultado%2flistar%3fguid%3d1652549417410%26quantidadePaginas%3d1%26codigoRegistro%3d945945%23945945&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-9707-799X,sem orcid,orcid.org/0000-0002-6750-5965
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/947704?guid=1652549699148&returnUrl=%2fresultado%2flistar%3fguid%3d1652549699148%26quantidadePaginas%3d1%26codigoRegistro%3d947704%23947704&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-6560-6965,orcid.org/0000-0003-3233-0314
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/949473?guid=1652549752057&returnUrl=%2fresultado%2flistar%3fguid%3d1652549752057%26quantidadePaginas%3d1%26codigoRegistro%3d949473%23949473&i=3,orcid.org/0000-0003-4869-5190,orcid.org/0000-0002-6790-5184,orcid.org/0000-0001-8824-3055,orcid.org/0000-0002-9992-8540,orcid.org/0000-0002-9539-6874
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/953970?guid=1652549814463&returnUrl=%2fresultado%2flistar%3fguid%3d1652549814463%26quantidadePaginas%3d1%26codigoRegistro%3d953970%23953970&i=5,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-6831-2006,orcid.org/0000-0002-9598-5732,orcid.org/0000-0002-5945-0845,orcid.org/0000-0002-1649-6843
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/950550?guid=1652549887272&returnUrl=%2fresultado%2flistar%3fguid%3d1652549887272%26quantidadePaginas%3d1%26codigoRegistro%3d950550%23950550&i=1,orcid.org/0000-0003-4462-3325,orcid.org/0000-0001-6030-2682,orcid.org/0000-0002-0472-4810,sem orcid,orcid.org/0000-0002-5259-2859
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/950571?guid=1652549938998&returnUrl=%2fresultado%2flistar%3fguid%3d1652549938998%26quantidadePaginas%3d1%26codigoRegistro%3d950571%23950571&i=2,orcid.org/0000-0003-2046-602X,orcid.org/0000-0002-7789-3359,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-8972-080X,orcid.org/0000-0002-6972-6913
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/953620?guid=1652549995518&returnUrl=%2fresultado%2flistar%3fguid%3d1652549995518%26quantidadePaginas%3d1%26codigoRegistro%3d953620%23953620&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0002-7959-6569,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-6305-9059
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/959720?guid=1652550034901&returnUrl=%2fresultado%2flistar%3fguid%3d1652550034901%26quantidadePaginas%3d1%26codigoRegistro%3d959720%23959720&i=1,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-6494-7514,sem orcid,orcid.org/0000-0002-4236-8212,orcid.org/0000-0002-9707-799X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/962177?guid=1652550079366&returnUrl=%2fresultado%2flistar%3fguid%3d1652550079366%26quantidadePaginas%3d1%26codigoRegistro%3d962177%23962177&i=12,orcid.org/0000-0002-6540-8686,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-2457-0783,orcid.org/0000-0003-2592-3664,sem orcid
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/961083?guid=1652550146732&returnUrl=%2fresultado%2flistar%3fguid%3d1652550146732%26quantidadePaginas%3d1%26codigoRegistro%3d961083%23961083&i=4,orcid.org/0000-0002-2914-5380,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-5015-2131,orcid.org/0000-0001-8522-2056,orcid.org/0000-0002-8514-8033
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/959756?guid=1652550191711&returnUrl=%2fresultado%2flistar%3fguid%3d1652550191711%26quantidadePaginas%3d1%26codigoRegistro%3d959756%23959756&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0001-6822-931X,orcid.org/0000-0002-8229-3139,orcid.org/0000-0001-6030-2682,orcid.org/0000-0003-2608-4807
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/959789?guid=1652550258045&returnUrl=%2fresultado%2flistar%3fguid%3d1652550258045%26quantidadePaginas%3d1%26codigoRegistro%3d959789%23959789&i=1,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-8956-8660,orcid.org/0000-0002-5455-8910,orcid.org/0000-0002-6023-5982,orcid.org/0000-0003-3109-4305
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/960309?guid=1652550333699&returnUrl=%2fresultado%2flistar%3fguid%3d1652550333699%26quantidadePaginas%3d1%26codigoRegistro%3d960309%23960309&i=1,orcid.org/0000-0002-1756-4852,sem orcid,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-5564-698X,sem orcid
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/961153?guid=1652550365453&returnUrl=%2fresultado%2flistar%3fguid%3d1652550365453%26quantidadePaginas%3d1%26codigoRegistro%3d961153%23961153&i=2,orcid.org/0000-0003-4290-6508,orcid.org/0000-0001-5103-8541,orcid.org/0000-0002-0796-3868,orcid.org/0000-0003-4549-7105,orcid.org/0000-0002-1914-5790
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/966453?guid=1652550401038&returnUrl=%2fresultado%2flistar%3fguid%3d1652550401038%26quantidadePaginas%3d1%26codigoRegistro%3d966453%23966453&i=3,orcid.org/0000-0002-8803-0401,sem orcid,orcid.org/0000-0001-8824-3055,orcid.org/0000-0003-4869-5190,orcid.org/0000-0002-5564-698X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/962753?guid=1652550435356&returnUrl=%2fresultado%2flistar%3fguid%3d1652550435356%26quantidadePaginas%3d1%26codigoRegistro%3d962753%23962753&i=3,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0003-1929-9391,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-1347-186X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/961780?guid=1652550489042&returnUrl=%2fresultado%2flistar%3fguid%3d1652550489042%26quantidadePaginas%3d1%26codigoRegistro%3d961780%23961780&i=4,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-0189-8540,orcid.org/0000-0002-9707-799X,orcid.org/0000-0003-2059-9463,orcid.org/0000-0001-5015-2131
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/963167?guid=1652550515893&returnUrl=%2fresultado%2flistar%3fguid%3d1652550515893%26quantidadePaginas%3d1%26codigoRegistro%3d963167%23963167&i=2,orcid.org/0000-0001-9772-263X,sem orcid,orcid.org/0000-0002-6494-7514,orcid.org/0000-0001-8309-6367,orcid.org/0000-0003-0125-630X
