orcid,nome,genero
orcid.org/0000-0002-2075-3363,Marcos André Gonçalves,Masculino
orcid.org/0000-0002-2159-339X,Edna Dias Canedo,Feminino
orcid.org/0000-0002-2312-7042,Mario Dantas,Masculino
orcid.org/0000-0002-2316-760X,Fernando Paulovich,Masculino
orcid.org/0000-0002-2347-5215,Jorge Vicente Lopes da Silva,Masculino
orcid.org/0000-0002-2407-0981,Carlos Alberto Astudillo Trujillo,Masculino
orcid.org/0000-0002-2431-8457,Cristiano  Maciel,Masculino
orcid.org/0000-0002-2457-0783,Diego F. Aranha,Masculino
orcid.org/0000-0002-2497-9140,Sébastien Marcel,Masculino
orcid.org/0000-0002-2582-1695,Ricardo Cerri,Masculino
orcid.org/0000-0002-2614-2723,Wagner Meira Jr,Masculino
orcid.org/0000-0002-2739-085X,Siovani C Felipussi,Masculino
orcid.org/0000-0002-2751-0014,Maria Claudia Castro,Feminino
orcid.org/0000-0002-2836-2009,Mateus Beck Rutzig,Masculino
orcid.org/0000-0002-2867-4838,Daniel Carlos Guimarães Pedronette,Masculino
orcid.org/0000-0002-2894-3911,Samuel Martins,Masculino
orcid.org/0000-0002-2906-3588,Jesse Costa,Masculino
orcid.org/0000-0002-2914-5380,Alexandre Falcao,Masculino
orcid.org/0000-0002-2961-4044,Romis Attux,Masculino
orcid.org/0000-0002-2972-9423,Nabor Mendonça,Masculino
orcid.org/0000-0002-2992-3429,Marcos Borges,Masculino
orcid.org/0000-0002-3087-9234,Carlos Kamienski,Masculino
orcid.org/0000-0002-3094-6847,Mariá Nascimento,Feminino
orcid.org/0000-0002-3152-4523,Shin-Ting Wu,Feminino
orcid.org/0000-0002-3159-4839,Jorge Stolfi,Masculino
orcid.org/0000-0002-3160-3168,João Porto de Albuquerque,Masculino
orcid.org/0000-0002-3219-8061,Reginaldo Jr Palazzo,Masculino
orcid.org/0000-0002-3372-3366,Leandro Villas,Masculino
orcid.org/0000-0002-3385-5780,Vitomir Štruc,Masculino
orcid.org/0000-0002-3434-3074,yuri frota,Masculino
orcid.org/0000-0002-3527-6870,Felipe Rodrigues da Silva,Masculino
orcid.org/0000-0002-3691-6171,Leonardo Oliveira,Masculino
orcid.org/0000-0002-3734-7679,Pedro Hokama,Masculino
orcid.org/0000-0002-3754-9115,Marcelo Reis,Masculino
orcid.org/0000-0002-3823-8941,Luiz Eduardo Buzato,Masculino
orcid.org/0000-0002-3875-2211,Nádia Silva,Feminino
orcid.org/0000-0002-3891-1593,mario cortes,Masculino
