tipo,url
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/968855?guid=1652561646808&returnUrl=%2fresultado%2flistar%3fguid%3d1652561646808%26quantidadePaginas%3d1%26codigoRegistro%3d968855%23968855&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/966459?guid=1652561714517&returnUrl=%2fresultado%2flistar%3fguid%3d1652561714517%26quantidadePaginas%3d1%26codigoRegistro%3d966459%23966459&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/965602?guid=1652561746695&returnUrl=%2fresultado%2flistar%3fguid%3d1652561746695%26quantidadePaginas%3d1%26codigoRegistro%3d965602%23965602&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/970901?guid=1652561772399&returnUrl=%2fresultado%2flistar%3fguid%3d1652561772399%26quantidadePaginas%3d1%26codigoRegistro%3d970901%23970901&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/967948?guid=1652561805224&returnUrl=%2fresultado%2flistar%3fguid%3d1652561805224%26quantidadePaginas%3d1%26codigoRegistro%3d967948%23967948&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/971455?guid=1652561833142&returnUrl=%2fresultado%2flistar%3fguid%3d1652561833142%26quantidadePaginas%3d1%26codigoRegistro%3d971455%23971455&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/969439?guid=1652561859145&returnUrl=%2fresultado%2flistar%3fguid%3d1652561859145%26quantidadePaginas%3d1%26codigoRegistro%3d969439%23969439&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/970857?guid=1652561974213&returnUrl=%2fresultado%2flistar%3fguid%3d1652561974213%26quantidadePaginas%3d1%26codigoRegistro%3d970857%23970857&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/971818?guid=1652562013837&returnUrl=%2fresultado%2flistar%3fguid%3d1652562013837%26quantidadePaginas%3d1%26codigoRegistro%3d971818%23971818&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/971102?guid=1652562050750&returnUrl=%2fresultado%2flistar%3fguid%3d1652562050750%26quantidadePaginas%3d1%26codigoRegistro%3d971102%23971102&i=7
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/971449?guid=1652562073372&returnUrl=%2fresultado%2flistar%3fguid%3d1652562073372%26quantidadePaginas%3d1%26codigoRegistro%3d971449%23971449&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/972829?guid=1652562115700&returnUrl=%2fresultado%2flistar%3fguid%3d1652562115700%26quantidadePaginas%3d1%26codigoRegistro%3d972829%23972829&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/973253?guid=1652562153402&returnUrl=%2fresultado%2flistar%3fguid%3d1652562153402%26quantidadePaginas%3d1%26codigoRegistro%3d973253%23973253&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/972911?guid=1652562196947&returnUrl=%2fresultado%2flistar%3fguid%3d1652562196947%26quantidadePaginas%3d1%26codigoRegistro%3d972911%23972911&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/973327?guid=1652562223514&returnUrl=%2fresultado%2flistar%3fguid%3d1652562223514%26quantidadePaginas%3d1%26codigoRegistro%3d973327%23973327&i=5
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/972932?guid=1652562256200&returnUrl=%2fresultado%2flistar%3fguid%3d1652562256200%26quantidadePaginas%3d1%26codigoRegistro%3d972932%23972932&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974198?guid=1652562287539&returnUrl=%2fresultado%2flistar%3fguid%3d1652562287539%26quantidadePaginas%3d1%26codigoRegistro%3d974198%23974198&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974392?guid=1652562317063&returnUrl=%2fresultado%2flistar%3fguid%3d1652562317063%26quantidadePaginas%3d1%26codigoRegistro%3d974392%23974392&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/973537?guid=1652562336438&returnUrl=%2fresultado%2flistar%3fguid%3d1652562336438%26quantidadePaginas%3d1%26codigoRegistro%3d973537%23973537&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/973821?guid=1652562378704&returnUrl=%2fresultado%2flistar%3fguid%3d1652562378704%26quantidadePaginas%3d1%26codigoRegistro%3d973821%23973821&i=4
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974397?guid=1652562411769&returnUrl=%2fresultado%2flistar%3fguid%3d1652562411769%26quantidadePaginas%3d1%26codigoRegistro%3d974397%23974397&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/975456?guid=1652562493102&returnUrl=%2fresultado%2flistar%3fguid%3d1652562493102%26quantidadePaginas%3d1%26codigoRegistro%3d975456%23975456&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/976520?guid=1652562530580&returnUrl=%2fresultado%2flistar%3fguid%3d1652562530580%26quantidadePaginas%3d1%26codigoRegistro%3d976520%23976520&i=3
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974502?guid=1652562569851&returnUrl=%2fresultado%2flistar%3fguid%3d1652562569851%26quantidadePaginas%3d1%26codigoRegistro%3d974502%23974502&i=6
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974962?guid=1652562613244&returnUrl=%2fresultado%2flistar%3fguid%3d1652562613244%26quantidadePaginas%3d1%26codigoRegistro%3d974962%23974962&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/975469?guid=1652562643802&returnUrl=%2fresultado%2flistar%3fguid%3d1652562643802%26quantidadePaginas%3d1%26codigoRegistro%3d975469%23975469&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/976168?guid=1652562679149&returnUrl=%2fresultado%2flistar%3fguid%3d1652562679149%26quantidadePaginas%3d1%26codigoRegistro%3d976168%23976168&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974575?guid=1652562727284&returnUrl=%2fresultado%2flistar%3fguid%3d1652562727284%26quantidadePaginas%3d1%26codigoRegistro%3d974575%23974575&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/978844?guid=1652562806408&returnUrl=%2fresultado%2flistar%3fguid%3d1652562806408%26quantidadePaginas%3d1%26codigoRegistro%3d978844%23978844&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/974401?guid=1652562837496&returnUrl=%2fresultado%2flistar%3fguid%3d1652562837496%26quantidadePaginas%3d1%26codigoRegistro%3d974401%23974401&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/978836?guid=1652562868929&returnUrl=%2fresultado%2flistar%3fguid%3d1652562868929%26quantidadePaginas%3d1%26codigoRegistro%3d978836%23978836&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/978685?guid=1652562922939&returnUrl=%2fresultado%2flistar%3fguid%3d1652562922939%26quantidadePaginas%3d1%26codigoRegistro%3d978685%23978685&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/978934?guid=1652562963683&returnUrl=%2fresultado%2flistar%3fguid%3d1652562963683%26quantidadePaginas%3d1%26codigoRegistro%3d978934%23978934&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/979031?guid=1652562994382&returnUrl=%2fresultado%2flistar%3fguid%3d1652562994382%26quantidadePaginas%3d1%26codigoRegistro%3d979031%23979031&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/978688?guid=1652563028026&returnUrl=%2fresultado%2flistar%3fguid%3d1652563028026%26quantidadePaginas%3d1%26codigoRegistro%3d978688%23978688&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/979564?guid=1652563160842&returnUrl=%2fresultado%2flistar%3fguid%3d1652563160842%26quantidadePaginas%3d1%26codigoRegistro%3d979564%23979564&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/980693?guid=1652563194469&returnUrl=%2fresultado%2flistar%3fguid%3d1652563194469%26quantidadePaginas%3d1%26codigoRegistro%3d980693%23980693&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/968422?guid=1652563234659&returnUrl=%2fresultado%2flistar%3fguid%3d1652563234659%26quantidadePaginas%3d1%26codigoRegistro%3d968422%23968422&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/971624?guid=1652563274415&returnUrl=%2fresultado%2flistar%3fguid%3d1652563274415%26quantidadePaginas%3d1%26codigoRegistro%3d971624%23971624&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/971451?guid=1652563318837&returnUrl=%2fresultado%2flistar%3fguid%3d1652563318837%26quantidadePaginas%3d1%26codigoRegistro%3d971451%23971451&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/972702?guid=1652563358849&returnUrl=%2fresultado%2flistar%3fguid%3d1652563358849%26quantidadePaginas%3d1%26codigoRegistro%3d972702%23972702&i=3
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/973248?guid=1652563433737&returnUrl=%2fresultado%2flistar%3fguid%3d1652563433737%26quantidadePaginas%3d1%26codigoRegistro%3d973248%23973248&i=3
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/971900?guid=1652563466773&returnUrl=%2fresultado%2flistar%3fguid%3d1652563466773%26quantidadePaginas%3d1%26codigoRegistro%3d971900%23971900&i=2
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/979323?guid=1652563506083&returnUrl=%2fresultado%2flistar%3fguid%3d1652563506083%26quantidadePaginas%3d1%26codigoRegistro%3d979323%23979323&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/977097?guid=1652563542562&returnUrl=%2fresultado%2flistar%3fguid%3d1652563542562%26quantidadePaginas%3d1%26codigoRegistro%3d977097%23977097&i=2
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/972970?guid=1652563585136&returnUrl=%2fresultado%2flistar%3fguid%3d1652563585136%26quantidadePaginas%3d1%26codigoRegistro%3d972970%23972970&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/973034?guid=1652563634929&returnUrl=%2fresultado%2flistar%3fguid%3d1652563634929%26quantidadePaginas%3d1%26codigoRegistro%3d973034%23973034&i=4
