tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/444843?guid=1652142806139&returnUrl=%2fresultado%2flistar%3fguid%3d1652142806139%26quantidadePaginas%3d1%26codigoRegistro%3d444843%23444843&i=1,orcid.org/0000-0001-5201-1244,orcid.org/0000-0001-7309-4528,orcid.org/0000-0001-5685-8004,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/444531?guid=1652142858756&returnUrl=%2fresultado%2flistar%3fguid%3d1652142858756%26quantidadePaginas%3d1%26codigoRegistro%3d444531%23444531&i=1,orcid.org/0000-0002-4830-5298,sem orcid,orcid.org/0000-0003-0683-7672,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/445010?guid=1652142922502&returnUrl=%2fresultado%2flistar%3fguid%3d1652142922502%26quantidadePaginas%3d1%26codigoRegistro%3d445010%23445010&i=1,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/448093?guid=1652143134631&returnUrl=%2fresultado%2flistar%3fguid%3d1652143134631%26quantidadePaginas%3d1%26codigoRegistro%3d448093%23448093&i=1,orcid.org/0000-0003-1908-4753,sem orcid,orcid.org/0000-0003-4290-6508,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/467483?guid=1652143269242&returnUrl=%2fresultado%2flistar%3fguid%3d1652143269242%26quantidadePaginas%3d1%26codigoRegistro%3d467483%23467483&i=1,orcid.org/0000-0003-4290-6508,sem orcid,orcid.org/0000-0002-7002-875X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/467464?guid=1652145151925&returnUrl=%2fresultado%2flistar%3fguid%3d1652145151925%26quantidadePaginas%3d1%26codigoRegistro%3d467464%23467464&i=1,orcid.org/0000-0001-5201-1244,sem orcid,orcid.org/0000-0001-8309-6367,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/448924?guid=1652145191220&returnUrl=%2fresultado%2flistar%3fguid%3d1652145191220%26quantidadePaginas%3d1%26codigoRegistro%3d448924%23448924&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-1180-2637,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/467451?guid=1652145354940&returnUrl=%2fresultado%2flistar%3fguid%3d1652145354940%26quantidadePaginas%3d1%26codigoRegistro%3d467451%23467451&i=1,orcid.org/0000-0002-1180-2637,sem orcid,orcid.org/0000-0002-6023-5982,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/794398?guid=1652145397234&returnUrl=%2fresultado%2flistar%3fguid%3d1652145397234%26quantidadePaginas%3d1%26codigoRegistro%3d794398%23794398&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0003-4890-1548,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/466855?guid=1652145434510&returnUrl=%2fresultado%2flistar%3fguid%3d1652145434510%26quantidadePaginas%3d1%26codigoRegistro%3d466855%23466855&i=1,orcid.org/0000-0001-5685-8004,orcid.org/0000-0002-3159-4839,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/474915?guid=1652145468783&returnUrl=%2fresultado%2flistar%3fguid%3d1652145468783%26quantidadePaginas%3d1%26codigoRegistro%3d474915%23474915&i=1,orcid.org/0000-0002-1180-2637,sem orcid,orcid.org/0000-0001-5201-1244,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/772061?guid=1652145495707&returnUrl=%2fresultado%2flistar%3fguid%3d1652145495707%26quantidadePaginas%3d1%26codigoRegistro%3d772061%23772061&i=1,sem orcid,sem orcid,orcid.org/0000-0002-6023-5982,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/477497?guid=1652145554072&returnUrl=%2fresultado%2flistar%3fguid%3d1652145554072%26quantidadePaginas%3d1%26codigoRegistro%3d477497%23477497&i=1,orcid.org/0000-0002-5945-0845,orcid.org/0000-0003-4804-5788,orcid.org/0000-0002-1067-6421,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/474868?guid=1652145643622&returnUrl=%2fresultado%2flistar%3fguid%3d1652145643622%26quantidadePaginas%3d1%26codigoRegistro%3d474868%23474868&i=1,orcid.org/0000-0003-1908-4753,sem orcid,orcid.org/0000-0002-8803-0401,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/478297?guid=1652145698137&returnUrl=%2fresultado%2flistar%3fguid%3d1652145698137%26quantidadePaginas%3d1%26codigoRegistro%3d478297%23478297&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0003-3692-2202,orcid.org/0000-0003-1908-4753,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/477393?guid=1652145767368&returnUrl=%2fresultado%2flistar%3fguid%3d1652145767368%26quantidadePaginas%3d1%26codigoRegistro%3d477393%23477393&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-4890-1548,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/477491?guid=1652145910333&returnUrl=%2fresultado%2flistar%3fguid%3d1652145910333%26quantidadePaginas%3d1%26codigoRegistro%3d477491%23477491&i=1,orcid.org/0000-0002-8856-194X,orcid.org/0000-0001-5201-1244,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/477357?guid=1652145951375&returnUrl=%2fresultado%2flistar%3fguid%3d1652145951375%26quantidadePaginas%3d1%26codigoRegistro%3d477357%23477357&i=1,orcid.org/0000-0003-4869-5190,sem orcid,orcid.org/0000-0002-7002-875X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/773938?guid=1652145994015&returnUrl=%2fresultado%2flistar%3fguid%3d1652145994015%26quantidadePaginas%3d1%26codigoRegistro%3d773938%23773938&i=1,orcid.org/0000-0002-1067-6421,orcid.org/0000-0003-4462-3325,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/477324?guid=1652146041903&returnUrl=%2fresultado%2flistar%3fguid%3d1652146041903%26quantidadePaginas%3d1%26codigoRegistro%3d477324%23477324&i=1,orcid.org/0000-0002-8803-0401,sem orcid,orcid.org/0000-0002-9539-6874,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/476755?guid=1652146084222&returnUrl=%2fresultado%2flistar%3fguid%3d1652146084222%26quantidadePaginas%3d1%26codigoRegistro%3d476755%23476755&i=4,orcid.org/0000-0002-6540-8686,orcid.org/0000-0002-5861-4414,orcid.org/0000-0002-1180-2637,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/477402?guid=1652146149005&returnUrl=%2fresultado%2flistar%3fguid%3d1652146149005%26quantidadePaginas%3d1%26codigoRegistro%3d477402%23477402&i=1,orcid.org/0000-0003-4549-7105,sem orcid,orcid.org/0000-0003-4290-6508,,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/436270?guid=1652146188086&returnUrl=%2fresultado%2flistar%3fguid%3d1652146188086%26quantidadePaginas%3d1%26codigoRegistro%3d436270%23436270&i=1,orcid.org/0000-0001-5015-2131,orcid.org/0000-0003-4861-7061,orcid.org/0000-0003-3861-7260,orcid.org/0000-0002-2914-5380,orcid.org/0000-0003-0125-630X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/437602?guid=1652146232865&returnUrl=%2fresultado%2flistar%3fguid%3d1652146232865%26quantidadePaginas%3d1%26codigoRegistro%3d437602%23437602&i=1,orcid.org/0000-0001-5685-8004,sem orcid,orcid.org/0000-0001-5203-4366,orcid.org/0000-0002-7002-875X,orcid.org/0000-0002-5652-0852,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/774049?guid=1652146274036&returnUrl=%2fresultado%2flistar%3fguid%3d1652146274036%26quantidadePaginas%3d1%26codigoRegistro%3d774049%23774049&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0001-9625-5259,orcid.org/0000-0003-4290-6508,orcid.org/0000-0002-8856-194X,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/777601?guid=1652146319647&returnUrl=%2fresultado%2flistar%3fguid%3d1652146319647%26quantidadePaginas%3d1%26codigoRegistro%3d777601%23777601&i=1,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-8515-0582,sem orcid,orcid.org/0000-0002-1067-6421
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/479696?guid=1652146358471&returnUrl=%2fresultado%2flistar%3fguid%3d1652146358471%26quantidadePaginas%3d1%26codigoRegistro%3d479696%23479696&i=1,orcid.org/0000-0002-8803-0401,orcid.org/0000-0002-9384-8347,sem orcid,orcid.org/0000-0002-5178-3661,orcid.org/0000-0002-9539-6874,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/477379?guid=1652146396551&returnUrl=%2fresultado%2flistar%3fguid%3d1652146396551%26quantidadePaginas%3d1%26codigoRegistro%3d477379%23477379&i=1,sem orcid,sem orcid,orcid.org/0000-0002-7538-7305,orcid.org/0000-0002-8229-3139,orcid.org/0000-0003-4462-3325,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/474920?guid=1652146445375&returnUrl=%2fresultado%2flistar%3fguid%3d1652146445375%26quantidadePaginas%3d1%26codigoRegistro%3d474920%23474920&i=1,orcid.org/0000-0002-2914-5380,sem orcid,orcid.org/0000-0003-1574-0362,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-5685-8004,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/473417?guid=1652146497651&returnUrl=%2fresultado%2flistar%3fguid%3d1652146497651%26quantidadePaginas%3d1%26codigoRegistro%3d473417%23473417&i=1,sem orcid,sem orcid,sem orcid,sem orcid,orcid.org/0000-0002-7699-8677,orcid.org/0000-0003-4462-3325
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/477065?guid=1652146535502&returnUrl=%2fresultado%2flistar%3fguid%3d1652146535502%26quantidadePaginas%3d1%26codigoRegistro%3d477065%23477065&i=1,sem orcid,sem orcid,sem orcid,orcid.org/0000-0002-3823-8941,orcid.org/0000-0003-4290-6508,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/476654?guid=1652146631264&returnUrl=%2fresultado%2flistar%3fguid%3d1652146631264%26quantidadePaginas%3d1%26codigoRegistro%3d476654%23476654&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0002-7618-1405,orcid.org/0000-0001-8309-6367,orcid.org/0000-0002-7327-848X,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/771329?guid=1652146706573&returnUrl=%2fresultado%2flistar%3fguid%3d1652146706573%26quantidadePaginas%3d1%26codigoRegistro%3d771329%23771329&i=1,orcid.org/0000-0001-5201-1244,sem orcid,sem orcid,orcid.org/0000-0002-4830-5298,orcid.org/0000-0001-8309-6367,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/768401?guid=1652146787796&returnUrl=%2fresultado%2flistar%3fguid%3d1652146787796%26quantidadePaginas%3d1%26codigoRegistro%3d768401%23768401&i=1,sem orcid,orcid.org/0000-0002-2614-2723,sem orcid,orcid.org/0000-0002-6023-5982,orcid.org/0000-0002-3891-1593,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/479677?guid=1652146831484&returnUrl=%2fresultado%2flistar%3fguid%3d1652146831484%26quantidadePaginas%3d1%26codigoRegistro%3d479677%23479677&i=1,orcid.org/0000-0002-1180-2637,sem orcid,orcid.org/0000-0003-3888-7340,orcid.org/0000-0001-9892-740X,orcid.org/0000-0002-3823-8941,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/478324?guid=1652146863323&returnUrl=%2fresultado%2flistar%3fguid%3d1652146863323%26quantidadePaginas%3d1%26codigoRegistro%3d478324%23478324&i=1,orcid.org/0000-0002-5945-0845,orcid.org/0000-0002-8687-2613,orcid.org/0000-0002-9955-5721,orcid.org/0000-0002-1067-6421,orcid.org/0000-0003-4462-3325,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/478370?guid=1652146901008&returnUrl=%2fresultado%2flistar%3fguid%3d1652146901008%26quantidadePaginas%3d1%26codigoRegistro%3d478370%23478370&i=1,sem orcid,orcid.org/0000-0003-3233-0314,orcid.org/0000-0003-3692-2202,sem orcid,orcid.org/0000-0002-8803-0401,
