tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1014614?guid=1652795633149&returnUrl=%2fresultado%2flistar%3fguid%3d1652795633149%26quantidadePaginas%3d1%26codigoRegistro%3d1014614%231014614&i=2,orcid.org/0000-0002-5945-0845,orcid.org/0000-0002-9598-5732,orcid.org/0000-0002-8972-080X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1022097?guid=1652795678209&returnUrl=%2fresultado%2flistar%3fguid%3d1652795678209%26quantidadePaginas%3d1%26codigoRegistro%3d1022097%231022097&i=1,orcid.org/0000-0001-6030-2682,orcid.org/0000-0002-5945-0845,orcid.org/0000-0001-8273-9439,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1035934?guid=1652795719734&returnUrl=%2fresultado%2flistar%3fguid%3d1652795719734%26quantidadePaginas%3d1%26codigoRegistro%3d1035934%231035934&i=2,orcid.org/0000-0002-7002-875X,orcid.org/0000-0001-7461-7570,orcid.org/0000-0003-0125-630X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1045562?guid=1652795800392&returnUrl=%2fresultado%2flistar%3fguid%3d1652795800392%26quantidadePaginas%3d1%26codigoRegistro%3d1045562%231045562&i=2,orcid.org/0000-0003-4869-5190,orcid.org/0000-0003-2608-4807,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1022093?guid=1652795830182&returnUrl=%2fresultado%2flistar%3fguid%3d1652795830182%26quantidadePaginas%3d1%26codigoRegistro%3d1022093%231022093&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0001-5122-5646,orcid.org/0000-0002-9545-2098,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1021824?guid=1652795865464&returnUrl=%2fresultado%2flistar%3fguid%3d1652795865464%26quantidadePaginas%3d1%26codigoRegistro%3d1021824%231021824&i=1,orcid.org/0000-0002-5564-698X,orcid.org/0000-0002-8803-0401,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1064125?guid=1652795909070&returnUrl=%2fresultado%2flistar%3fguid%3d1652795909070%26quantidadePaginas%3d1%26codigoRegistro%3d1064125%231064125&i=2,orcid.org/0000-0003-4869-5190,orcid.org/0000-0002-9539-6874,orcid.org/0000-0002-0375-1657,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1031433?guid=1652796030429&returnUrl=%2fresultado%2flistar%3fguid%3d1652796030429%26quantidadePaginas%3d1%26codigoRegistro%3d1031433%231031433&i=1,orcid.org/0000-0003-4237-4281,orcid.org/0000-0002-8340-4881,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-8639-3532,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1062516?guid=1652796087172&returnUrl=%2fresultado%2flistar%3fguid%3d1652796087172%26quantidadePaginas%3d1%26codigoRegistro%3d1062516%231062516&i=1,orcid.org/0000-0002-2457-0783,orcid.org/0000-0001-9241-2229,orcid.org/0000-0002-6731-1482,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1022161?guid=1652796118204&returnUrl=%2fresultado%2flistar%3fguid%3d1652796118204%26quantidadePaginas%3d1%26codigoRegistro%3d1022161%231022161&i=1,orcid.org/0000-0002-2914-5380,orcid.org/0000-0002-6494-7514,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1060482?guid=1652796163746&returnUrl=%2fresultado%2flistar%3fguid%3d1652796163746%26quantidadePaginas%3d1%26codigoRegistro%3d1060482%231060482&i=3,orcid.org/0000-0002-6731-1482,orcid.org/0000-0001-5227-7165,orcid.org/0000-0002-2457-0783,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1052146?guid=1652796255297&returnUrl=%2fresultado%2flistar%3fguid%3d1652796255297%26quantidadePaginas%3d1%26codigoRegistro%3d1052146%231052146&i=1,orcid.org/0000-0002-8603-699X,orcid.org/0000-0002-8856-194X,orcid.org/0000-0003-3233-0314,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1038215?guid=1652796372073&returnUrl=%2fresultado%2flistar%3fguid%3d1652796372073%26quantidadePaginas%3d1%26codigoRegistro%3d1038215%231038215&i=2,orcid.org/0000-0002-6540-8686,orcid.org/0000-0003-1766-5757,orcid.org/0000-0002-7603-9695,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1056656?guid=1652796497162&returnUrl=%2fresultado%2flistar%3fguid%3d1652796497162%26quantidadePaginas%3d1%26codigoRegistro%3d1056656%231056656&i=1,orcid.org/0000-0003-1001-082X,orcid.org/0000-0003-2998-6785,orcid.org/0000-0002-5945-0845,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1060094?guid=1652796666877&returnUrl=%2fresultado%2flistar%3fguid%3d1652796666877%26quantidadePaginas%3d1%26codigoRegistro%3d1060094%231060094&i=7,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-3109-4305,orcid.org/0000-0002-9545-2098,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1061736?guid=1652796726788&returnUrl=%2fresultado%2flistar%3fguid%3d1652796726788%26quantidadePaginas%3d1%26codigoRegistro%3d1061736%231061736&i=1,orcid.org/0000-0002-1067-6421,sem orcid,orcid.org/0000-0003-0602-6298,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1080524?guid=1652796769895&returnUrl=%2fresultado%2flistar%3fguid%3d1652796769895%26quantidadePaginas%3d1%26codigoRegistro%3d1080524%231080524&i=1,orcid.org/0000-0003-4290-6508,orcid.org/0000-0001-8969-4683,orcid.org/0000-0002-0796-3868,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1063477?guid=1652796802026&returnUrl=%2fresultado%2flistar%3fguid%3d1652796802026%26quantidadePaginas%3d1%26codigoRegistro%3d1063477%231063477&i=2,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-5746-4154,orcid.org/0000-0002-3372-3366,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1063580?guid=1652796848151&returnUrl=%2fresultado%2flistar%3fguid%3d1652796848151%26quantidadePaginas%3d1%26codigoRegistro%3d1063580%231063580&i=5,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-2347-5215,orcid.org/0000-0003-2608-4807,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1063445?guid=1652796906486&returnUrl=%2fresultado%2flistar%3fguid%3d1652796906486%26quantidadePaginas%3d1%26codigoRegistro%3d1063445%231063445&i=2,orcid.org/0000-0003-4869-5190,orcid.org/0000-0003-1802-7829,orcid.org/0000-0002-5564-698X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1079803?guid=1652796962473&returnUrl=%2fresultado%2flistar%3fguid%3d1652796962473%26quantidadePaginas%3d1%26codigoRegistro%3d1079803%231079803&i=3,orcid.org/0000-0003-0467-3133,orcid.org/0000-0002-5760-8426,orcid.org/0000-0003-0125-630X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1080384?guid=1652797026847&returnUrl=%2fresultado%2flistar%3fguid%3d1652797026847%26quantidadePaginas%3d1%26codigoRegistro%3d1080384%231080384&i=1,orcid.org/0000-0002-1067-6421,orcid.org/0000-0001-5929-593X,orcid.org/0000-0002-8972-080X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1089751?guid=1652797051334&returnUrl=%2fresultado%2flistar%3fguid%3d1652797051334%26quantidadePaginas%3d1%26codigoRegistro%3d1089751%231089751&i=3,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-4059-8700,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1080380?guid=1652797110870&returnUrl=%2fresultado%2flistar%3fguid%3d1652797110870%26quantidadePaginas%3d1%26codigoRegistro%3d1080380%231080380&i=1,orcid.org/0000-0003-4869-5190,sem orcid,orcid.org/0000-0002-3891-1593,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1080338?guid=1652797202093&returnUrl=%2fresultado%2flistar%3fguid%3d1652797202093%26quantidadePaginas%3d1%26codigoRegistro%3d1080338%231080338&i=1,orcid.org/0000-0002-4236-8212,orcid.org/0000-0001-8182-5554,orcid.org/0000-0001-9068-938X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1080188?guid=1652797272807&returnUrl=%2fresultado%2flistar%3fguid%3d1652797272807%26quantidadePaginas%3d1%26codigoRegistro%3d1080188%231080188&i=1,orcid.org/0000-0002-8603-699X,sem orcid,orcid.org/0000-0001-9152-0658,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1079882?guid=1652797321439&returnUrl=%2fresultado%2flistar%3fguid%3d1652797321439%26quantidadePaginas%3d1%26codigoRegistro%3d1079882%231079882&i=1,orcid.org/0000-0002-8603-699X,orcid.org/0000-0001-8824-3055,orcid.org/0000-0002-9539-6874,,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/991730?guid=1652797371095&returnUrl=%2fresultado%2flistar%3fguid%3d1652797371095%26quantidadePaginas%3d1%26codigoRegistro%3d991730%23991730&i=2,orcid.org/0000-0001-5968-7108,orcid.org/0000-0002-1180-2637,orcid.org/0000-0003-2162-6523,orcid.org/0000-0002-5250-1785,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1010003?guid=1652797475462&returnUrl=%2fresultado%2flistar%3fguid%3d1652797475462%26quantidadePaginas%3d1%26codigoRegistro%3d1010003%231010003&i=1,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-5378-4732,orcid.org/0000-0002-5455-8910,orcid.org/0000-0003-3109-4305,orcid.org/0000-0003-2046-602X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1014643?guid=1652797549038&returnUrl=%2fresultado%2flistar%3fguid%3d1652797549038%26quantidadePaginas%3d1%26codigoRegistro%3d1014643%231014643&i=1,orcid.org/0000-0003-4462-3325,sem orcid,orcid.org/0000-0001-7878-4990,sem orcid,orcid.org/0000-0002-8340-4881,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1014622?guid=1652797628572&returnUrl=%2fresultado%2flistar%3fguid%3d1652797628572%26quantidadePaginas%3d1%26codigoRegistro%3d1014622%231014622&i=4,orcid.org/0000-0003-4462-3325,sem orcid,sem orcid,orcid.org/0000-0001-6030-2682,orcid.org/0000-0003-1001-082X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1031418?guid=1652797666925&returnUrl=%2fresultado%2flistar%3fguid%3d1652797666925%26quantidadePaginas%3d1%26codigoRegistro%3d1031418%231031418&i=1,orcid.org/0000-0003-4237-4281,sem orcid,sem orcid,sem orcid,orcid.org/0000-0001-7878-4990,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1060175?guid=1652797705772&returnUrl=%2fresultado%2flistar%3fguid%3d1652797705772%26quantidadePaginas%3d1%26codigoRegistro%3d1060175%231060175&i=1,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-8522-2056,orcid.org/0000-0002-6197-2626,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-0467-3133,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1034706?guid=1652797779300&returnUrl=%2fresultado%2flistar%3fguid%3d1652797779300%26quantidadePaginas%3d1%26codigoRegistro%3d1034706%231034706&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-4177-1322,orcid.org/0000-0002-9545-2098,sem orcid,orcid.org/0000-0003-0125-630X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1058006?guid=1652797827991&returnUrl=%2fresultado%2flistar%3fguid%3d1652797827991%26quantidadePaginas%3d1%26codigoRegistro%3d1058006%231058006&i=22,orcid.org/0000-0003-4462-3325,orcid.org/0000-0002-3159-4839,sem orcid,sem orcid,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1095473?guid=1652797900909&returnUrl=%2fresultado%2flistar%3fguid%3d1652797900909%26quantidadePaginas%3d1%26codigoRegistro%3d1095473%231095473&i=10,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-8253-2729,orcid.org/0000-0003-4861-7061,orcid.org/0000-0002-1941-6036,orcid.org/0000-0002-5652-0852
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1062749?guid=1652797953657&returnUrl=%2fresultado%2flistar%3fguid%3d1652797953657%26quantidadePaginas%3d1%26codigoRegistro%3d1062749%231062749&i=1,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-8889-1586,orcid.org/0000-0003-2956-6326,orcid.org/0000-0002-9554-1381,orcid.org/0000-0003-0125-630X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1062910?guid=1652797998851&returnUrl=%2fresultado%2flistar%3fguid%3d1652797998851%26quantidadePaginas%3d1%26codigoRegistro%3d1062910%231062910&i=1,orcid.org/0000-0002-4236-8212,orcid.org/0000-0003-4861-7061,orcid.org/0000-0002-2739-085X,orcid.org/0000-0001-9068-938X,orcid.org/0000-0002-9707-799X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1062989?guid=1652798058169&returnUrl=%2fresultado%2flistar%3fguid%3d1652798058169%26quantidadePaginas%3d1%26codigoRegistro%3d1062989%231062989&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0001-9756-378X,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-8972-080X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1062988?guid=1652798108201&returnUrl=%2fresultado%2flistar%3fguid%3d1652798108201%26quantidadePaginas%3d1%26codigoRegistro%3d1062988%231062988&i=3,orcid.org/0000-0002-4236-8212,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-5243-0921,orcid.org/0000-0003-3861-7260,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1063351?guid=1652798156559&returnUrl=%2fresultado%2flistar%3fguid%3d1652798156559%26quantidadePaginas%3d1%26codigoRegistro%3d1063351%231063351&i=2,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-1736-544X,orcid.org/0000-0003-1929-9391,orcid.org/0000-0002-1756-4852,orcid.org/0000-0003-3580-5178,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1062788?guid=1652798201329&returnUrl=%2fresultado%2flistar%3fguid%3d1652798201329%26quantidadePaginas%3d1%26codigoRegistro%3d1062788%231062788&i=1,orcid.org/0000-0002-9529-4253,sem orcid,sem orcid,orcid.org/0000-0002-8972-080X,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1079656?guid=1652798237186&returnUrl=%2fresultado%2flistar%3fguid%3d1652798237186%26quantidadePaginas%3d1%26codigoRegistro%3d1079656%231079656&i=2,orcid.org/0000-0003-1908-4753,sem orcid,sem orcid,orcid.org/0000-0002-9545-2098,orcid.org/0000-0002-7603-9695,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1082977?guid=1652798275762&returnUrl=%2fresultado%2flistar%3fguid%3d1652798275762%26quantidadePaginas%3d1%26codigoRegistro%3d1082977%231082977&i=1,orcid.org/0000-0002-4236-8212,orcid.org/0000-0003-4929-7258,orcid.org/0000-0003-1574-0362,orcid.org/0000-0001-9772-263X,orcid.org/0000-0001-9319-9829,
