tipo,url
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/928470?guid=1652484653650&returnUrl=%2fresultado%2flistar%3fguid%3d1652484653650%26quantidadePaginas%3d1%26codigoRegistro%3d928470%23928470&i=9
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/926600?guid=1652484707216&returnUrl=%2fresultado%2flistar%3fguid%3d1652484707216%26quantidadePaginas%3d1%26codigoRegistro%3d926600%23926600&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/931956?guid=1652484771136&returnUrl=%2fresultado%2flistar%3fguid%3d1652484771136%26quantidadePaginas%3d1%26codigoRegistro%3d931956%23931956&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/926523?guid=1652484808685&returnUrl=%2fresultado%2flistar%3fguid%3d1652484808685%26quantidadePaginas%3d1%26codigoRegistro%3d926523%23926523&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/931530?guid=1652484907535&returnUrl=%2fresultado%2flistar%3fguid%3d1652484907535%26quantidadePaginas%3d1%26codigoRegistro%3d931530%23931530&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/926582?guid=1652484950397&returnUrl=%2fresultado%2flistar%3fguid%3d1652484950397%26quantidadePaginas%3d1%26codigoRegistro%3d926582%23926582&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/931534?guid=1652484987349&returnUrl=%2fresultado%2flistar%3fguid%3d1652484987349%26quantidadePaginas%3d1%26codigoRegistro%3d931534%23931534&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932501?guid=1652485141901&returnUrl=%2fresultado%2flistar%3fguid%3d1652485141901%26quantidadePaginas%3d1%26codigoRegistro%3d932501%23932501&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932506?guid=1652485190767&returnUrl=%2fresultado%2flistar%3fguid%3d1652485190767%26quantidadePaginas%3d1%26codigoRegistro%3d932506%23932506&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/931965?guid=1652485252885&returnUrl=%2fresultado%2flistar%3fguid%3d1652485252885%26quantidadePaginas%3d1%26codigoRegistro%3d931965%23931965&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932510?guid=1652485307244&returnUrl=%2fresultado%2flistar%3fguid%3d1652485307244%26quantidadePaginas%3d1%26codigoRegistro%3d932510%23932510&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932011?guid=1652485445678&returnUrl=%2fresultado%2flistar%3fguid%3d1652485445678%26quantidadePaginas%3d1%26codigoRegistro%3d932011%23932011&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/934643?guid=1652485587643&returnUrl=%2fresultado%2flistar%3fguid%3d1652485587643%26quantidadePaginas%3d1%26codigoRegistro%3d934643%23934643&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932496?guid=1652485736479&returnUrl=%2fresultado%2flistar%3fguid%3d1652485736479%26quantidadePaginas%3d1%26codigoRegistro%3d932496%23932496&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932504?guid=1652486053119&returnUrl=%2fresultado%2flistar%3fguid%3d1652486053119%26quantidadePaginas%3d1%26codigoRegistro%3d932504%23932504&i=5
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/954520?guid=1652486084808&returnUrl=%2fresultado%2flistar%3fguid%3d1652486084808%26quantidadePaginas%3d1%26codigoRegistro%3d954520%23954520&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935838?guid=1652486124522&returnUrl=%2fresultado%2flistar%3fguid%3d1652486124522%26quantidadePaginas%3d1%26codigoRegistro%3d935838%23935838&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932081?guid=1652486206506&returnUrl=%2fresultado%2flistar%3fguid%3d1652486206506%26quantidadePaginas%3d1%26codigoRegistro%3d932081%23932081&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/934630?guid=1652486305817&returnUrl=%2fresultado%2flistar%3fguid%3d1652486305817%26quantidadePaginas%3d1%26codigoRegistro%3d934630%23934630&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935847?guid=1652486368933&returnUrl=%2fresultado%2flistar%3fguid%3d1652486368933%26quantidadePaginas%3d1%26codigoRegistro%3d935847%23935847&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935853?guid=1652486445313&returnUrl=%2fresultado%2flistar%3fguid%3d1652486445313%26quantidadePaginas%3d1%26codigoRegistro%3d935853%23935853&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935835?guid=1652486472821&returnUrl=%2fresultado%2flistar%3fguid%3d1652486472821%26quantidadePaginas%3d1%26codigoRegistro%3d935835%23935835&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/955604?guid=1652486549064&returnUrl=%2fresultado%2flistar%3fguid%3d1652486549064%26quantidadePaginas%3d1%26codigoRegistro%3d955604%23955604&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945092?guid=1652487049882&returnUrl=%2fresultado%2flistar%3fguid%3d1652487049882%26quantidadePaginas%3d1%26codigoRegistro%3d945092%23945092&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/944925?guid=1652487208971&returnUrl=%2fresultado%2flistar%3fguid%3d1652487208971%26quantidadePaginas%3d1%26codigoRegistro%3d944925%23944925&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/947217?guid=1652487312979&returnUrl=%2fresultado%2flistar%3fguid%3d1652487312979%26quantidadePaginas%3d1%26codigoRegistro%3d947217%23947217&i=2
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/950521?guid=1652487384752&returnUrl=%2fresultado%2flistar%3fguid%3d1652487384752%26quantidadePaginas%3d1%26codigoRegistro%3d950521%23950521&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/946000?guid=1652487509099&returnUrl=%2fresultado%2flistar%3fguid%3d1652487509099%26quantidadePaginas%3d1%26codigoRegistro%3d946000%23946000&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945944?guid=1652487673305&returnUrl=%2fresultado%2flistar%3fguid%3d1652487673305%26quantidadePaginas%3d1%26codigoRegistro%3d945944%23945944&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945171?guid=1652487755655&returnUrl=%2fresultado%2flistar%3fguid%3d1652487755655%26quantidadePaginas%3d1%26codigoRegistro%3d945171%23945171&i=1
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945177?guid=1652487832875&returnUrl=%2fresultado%2flistar%3fguid%3d1652487832875%26quantidadePaginas%3d1%26codigoRegistro%3d945177%23945177&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/926513?guid=1652488112317&returnUrl=%2fresultado%2flistar%3fguid%3d1652488112317%26quantidadePaginas%3d1%26codigoRegistro%3d926513%23926513&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/928475?guid=1652488192998&returnUrl=%2fresultado%2flistar%3fguid%3d1652488192998%26quantidadePaginas%3d1%26codigoRegistro%3d928475%23928475&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/959664?guid=1652488287661&returnUrl=%2fresultado%2flistar%3fguid%3d1652488287661%26quantidadePaginas%3d1%26codigoRegistro%3d959664%23959664&i=2
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/926520?guid=1652488353307&returnUrl=%2fresultado%2flistar%3fguid%3d1652488353307%26quantidadePaginas%3d1%26codigoRegistro%3d926520%23926520&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/932513?guid=1652488426363&returnUrl=%2fresultado%2flistar%3fguid%3d1652488426363%26quantidadePaginas%3d1%26codigoRegistro%3d932513%23932513&i=2
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/931981?guid=1652488475317&returnUrl=%2fresultado%2flistar%3fguid%3d1652488475317%26quantidadePaginas%3d1%26codigoRegistro%3d931981%23931981&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/937441?guid=1652488519790&returnUrl=%2fresultado%2flistar%3fguid%3d1652488519790%26quantidadePaginas%3d1%26codigoRegistro%3d937441%23937441&i=5
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/931099?guid=1652488553589&returnUrl=%2fresultado%2flistar%3fguid%3d1652488553589%26quantidadePaginas%3d1%26codigoRegistro%3d931099%23931099&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/931972?guid=1652488618999&returnUrl=%2fresultado%2flistar%3fguid%3d1652488618999%26quantidadePaginas%3d1%26codigoRegistro%3d931972%23931972&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/932013?guid=1652488673635&returnUrl=%2fresultado%2flistar%3fguid%3d1652488673635%26quantidadePaginas%3d1%26codigoRegistro%3d932013%23932013&i=1
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/934681?guid=1652488743060&returnUrl=%2fresultado%2flistar%3fguid%3d1652488743060%26quantidadePaginas%3d1%26codigoRegistro%3d934681%23934681&i=2
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/945050?guid=1652488798203&returnUrl=%2fresultado%2flistar%3fguid%3d1652488798203%26quantidadePaginas%3d1%26codigoRegistro%3d945050%23945050&i=3
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/947717?guid=1652488974980&returnUrl=%2fresultado%2flistar%3fguid%3d1652488974980%26quantidadePaginas%3d1%26codigoRegistro%3d947717%23947717&i=1
