tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador5
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932510?guid=1652485307244&returnUrl=%2fresultado%2flistar%3fguid%3d1652485307244%26quantidadePaginas%3d1%26codigoRegistro%3d932510%23932510&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-4236-8212,orcid.org/0000-0001-5203-4366,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932011?guid=1652485445678&returnUrl=%2fresultado%2flistar%3fguid%3d1652485445678%26quantidadePaginas%3d1%26codigoRegistro%3d932011%23932011&i=1,orcid.org/0000-0003-4462-3325,orcid.org/0000-0001-6030-2682,orcid.org/0000-0002-4252-3710,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/934643?guid=1652485587643&returnUrl=%2fresultado%2flistar%3fguid%3d1652485587643%26quantidadePaginas%3d1%26codigoRegistro%3d934643%23934643&i=1,orcid.org/0000-0003-4462-3325,orcid.org/0000-0003-4237-4281,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932496?guid=1652485736479&returnUrl=%2fresultado%2flistar%3fguid%3d1652485736479%26quantidadePaginas%3d1%26codigoRegistro%3d932496%23932496&i=1,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-5378-4732,orcid.org/0000-0003-2046-602X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932504?guid=1652486053119&returnUrl=%2fresultado%2flistar%3fguid%3d1652486053119%26quantidadePaginas%3d1%26codigoRegistro%3d932504%23932504&i=5,orcid.org/0000-0002-1067-6421,orcid.org/0000-0001-6030-2682,orcid.org/0000-0003-2674-3366,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/954520?guid=1652486084808&returnUrl=%2fresultado%2flistar%3fguid%3d1652486084808%26quantidadePaginas%3d1%26codigoRegistro%3d954520%23954520&i=1,orcid.org/0000-0001-5685-8004,orcid.org/0000-0001-5201-1244,orcid.org/0000-0001-5396-9868,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935838?guid=1652486124522&returnUrl=%2fresultado%2flistar%3fguid%3d1652486124522%26quantidadePaginas%3d1%26codigoRegistro%3d935838%23935838&i=1,orcid.org/0000-0001-5685-8004,orcid.org/0000-0001-5201-1244,orcid.org/0000-0003-2618-5499,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/932081?guid=1652486206506&returnUrl=%2fresultado%2flistar%3fguid%3d1652486206506%26quantidadePaginas%3d1%26codigoRegistro%3d932081%23932081&i=1,orcid.org/0000-0003-1783-4231,orcid.org/0000-0002-8588-8197,orcid.org/0000-0002-9539-6874,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/934630?guid=1652486305817&returnUrl=%2fresultado%2flistar%3fguid%3d1652486305817%26quantidadePaginas%3d1%26codigoRegistro%3d934630%23934630&i=2,orcid.org/0000-0002-5945-0845,orcid.org/0000-0001-5683-693X,orcid.org/0000-0002-8972-080X,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935847?guid=1652486368933&returnUrl=%2fresultado%2flistar%3fguid%3d1652486368933%26quantidadePaginas%3d1%26codigoRegistro%3d935847%23935847&i=1,orcid.org/0000-0003-4549-7105,orcid.org/0000-0001-5103-8541,orcid.org/0000-0003-4290-6508,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935853?guid=1652486445313&returnUrl=%2fresultado%2flistar%3fguid%3d1652486445313%26quantidadePaginas%3d1%26codigoRegistro%3d935853%23935853&i=2,orcid.org/0000-0002-4236-8212,sem orcid,orcid.org/0000-0002-2914-5380,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/935835?guid=1652486472821&returnUrl=%2fresultado%2flistar%3fguid%3d1652486472821%26quantidadePaginas%3d1%26codigoRegistro%3d935835%23935835&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-1756-4852,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/955604?guid=1652486549064&returnUrl=%2fresultado%2flistar%3fguid%3d1652486549064%26quantidadePaginas%3d1%26codigoRegistro%3d955604%23955604&i=1,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-0040-0752,orcid.org/0000-0001-5015-2131,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945092?guid=1652487049882&returnUrl=%2fresultado%2flistar%3fguid%3d1652487049882%26quantidadePaginas%3d1%26codigoRegistro%3d945092%23945092&i=2,orcid.org/0000-0002-5945-0845,orcid.org/0000-0002-8105-3627,orcid.org/0000-0003-3333-6822,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/944925?guid=1652487208971&returnUrl=%2fresultado%2flistar%3fguid%3d1652487208971%26quantidadePaginas%3d1%26codigoRegistro%3d944925%23944925&i=1,orcid.org/0000-0002-9529-4253,orcid.org/0000-0002-8972-080X,orcid.org/0000-0002-5259-2859,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/947217?guid=1652487312979&returnUrl=%2fresultado%2flistar%3fguid%3d1652487312979%26quantidadePaginas%3d1%26codigoRegistro%3d947217%23947217&i=2,orcid.org/0000-0002-2914-5380,orcid.org/0000-0001-8182-5554,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/950521?guid=1652487384752&returnUrl=%2fresultado%2flistar%3fguid%3d1652487384752%26quantidadePaginas%3d1%26codigoRegistro%3d950521%23950521&i=1,orcid.org/0000-0002-6731-1482,orcid.org/0000-0003-0125-630X,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/946000?guid=1652487509099&returnUrl=%2fresultado%2flistar%3fguid%3d1652487509099%26quantidadePaginas%3d1%26codigoRegistro%3d946000%23946000&i=1,orcid.org/0000-0001-6030-2682,sem orcid,orcid.org/0000-0002-5945-0845,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945944?guid=1652487673305&returnUrl=%2fresultado%2flistar%3fguid%3d1652487673305%26quantidadePaginas%3d1%26codigoRegistro%3d945944%23945944&i=1,orcid.org/0000-0001-8309-6367,orcid.org/0000-0003-0125-630X,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945171?guid=1652487755655&returnUrl=%2fresultado%2flistar%3fguid%3d1652487755655%26quantidadePaginas%3d1%26codigoRegistro%3d945171%23945171&i=1,orcid.org/0000-0002-5945-0845,orcid.org/0000-0001-6030-2682,sem orcid,,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/945177?guid=1652487832875&returnUrl=%2fresultado%2flistar%3fguid%3d1652487832875%26quantidadePaginas%3d1%26codigoRegistro%3d945177%23945177&i=1,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0002-1180-2637,,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/926513?guid=1652488112317&returnUrl=%2fresultado%2flistar%3fguid%3d1652488112317%26quantidadePaginas%3d1%26codigoRegistro%3d926513%23926513&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0002-7327-848X,sem orcid,orcid.org/0000-0001-6305-9059,orcid.org/0000-0001-8309-6367,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/928475?guid=1652488192998&returnUrl=%2fresultado%2flistar%3fguid%3d1652488192998%26quantidadePaginas%3d1%26codigoRegistro%3d928475%23928475&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0003-1449-8834,orcid.org/0000-0003-3589-1619,orcid.org/0000-0003-0125-630X,orcid.org/0000-0001-8182-5554,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/959664?guid=1652488287661&returnUrl=%2fresultado%2flistar%3fguid%3d1652488287661%26quantidadePaginas%3d1%26codigoRegistro%3d959664%23959664&i=2,sem orcid,sem orcid,orcid.org/0000-0003-3233-0314,orcid.org/0000-0002-1756-4852,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/926520?guid=1652488353307&returnUrl=%2fresultado%2flistar%3fguid%3d1652488353307%26quantidadePaginas%3d1%26codigoRegistro%3d926520%23926520&i=1,orcid.org/0000-0002-8803-0401,sem orcid,sem orcid,orcid.org/0000-0003-4869-5190,orcid.org/0000-0002-3891-1593,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/932513?guid=1652488426363&returnUrl=%2fresultado%2flistar%3fguid%3d1652488426363%26quantidadePaginas%3d1%26codigoRegistro%3d932513%23932513&i=2,orcid.org/0000-0002-4236-8212,orcid.org/0000-0001-5685-8004,orcid.org/0000-0002-9707-799X,sem orcid,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/931981?guid=1652488475317&returnUrl=%2fresultado%2flistar%3fguid%3d1652488475317%26quantidadePaginas%3d1%26codigoRegistro%3d931981%23931981&i=1,orcid.org/0000-0002-7002-875X,sem orcid,orcid.org/0000-0002-1957-9943,orcid.org/0000-0002-6731-1482,orcid.org/0000-0002-2457-0783,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/937441?guid=1652488519790&returnUrl=%2fresultado%2flistar%3fguid%3d1652488519790%26quantidadePaginas%3d1%26codigoRegistro%3d937441%23937441&i=5,orcid.org/0000-0002-4830-5298,orcid.org/0000-0003-0683-7672,orcid.org/0000-0002-1347-186X,sem orcid,sem orcid,sem orcid
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/931099?guid=1652488553589&returnUrl=%2fresultado%2flistar%3fguid%3d1652488553589%26quantidadePaginas%3d1%26codigoRegistro%3d931099%23931099&i=1,orcid.org/0000-0003-1908-4753,orcid.org/0000-0003-4549-7105,orcid.org/0000-0001-9886-3506,orcid.org/0000-0003-0040-0752,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/931972?guid=1652488618999&returnUrl=%2fresultado%2flistar%3fguid%3d1652488618999%26quantidadePaginas%3d1%26codigoRegistro%3d931972%23931972&i=1,orcid.org/0000-0002-2914-5380,orcid.org/0000-0003-4861-7061,orcid.org/0000-0001-6574-341X,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-4236-8212,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/932013?guid=1652488673635&returnUrl=%2fresultado%2flistar%3fguid%3d1652488673635%26quantidadePaginas%3d1%26codigoRegistro%3d932013%23932013&i=1,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-7538-7305,orcid.org/0000-0002-9598-5732,orcid.org/0000-0002-5259-2859,orcid.org/0000-0003-2998-6785,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/934681?guid=1652488743060&returnUrl=%2fresultado%2flistar%3fguid%3d1652488743060%26quantidadePaginas%3d1%26codigoRegistro%3d934681%23934681&i=2,orcid.org/0000-0003-1908-4753,orcid.org/0000-0002-7327-848X,orcid.org/0000-0003-4890-1548,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-8972-080X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/945050?guid=1652488798203&returnUrl=%2fresultado%2flistar%3fguid%3d1652488798203%26quantidadePaginas%3d1%26codigoRegistro%3d945050%23945050&i=3,orcid.org/0000-0002-1180-2637,sem orcid,sem orcid,orcid.org/0000-0002-6023-5982,orcid.org/0000-0003-2046-602X,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/947717?guid=1652488974980&returnUrl=%2fresultado%2flistar%3fguid%3d1652488974980%26quantidadePaginas%3d1%26codigoRegistro%3d947717%23947717&i=1,orcid.org/0000-0002-7002-875X,orcid.org/0000-0001-9242-2806,sem orcid,orcid.org/0000-0002-2457-0783,orcid.org/0000-0002-8837-9291,
