tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1081295?guid=1652808998343&returnUrl=%2fresultado%2flistar%3fguid%3d1652808998343%26quantidadePaginas%3d1%26codigoRegistro%3d1081295%231081295&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0001-6476-4534,orcid.org/0000-0002-0472-4810,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1081804?guid=1652809025041&returnUrl=%2fresultado%2flistar%3fguid%3d1652809025041%26quantidadePaginas%3d1%26codigoRegistro%3d1081804%231081804&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0002-3734-7679,orcid.org/0000-0003-4462-3325,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1081926?guid=1652809854693&returnUrl=%2fresultado%2flistar%3fguid%3d1652809854693%26quantidadePaginas%3d1%26codigoRegistro%3d1081926%231081926&i=2,orcid.org/0000-0002-5564-698X,sem orcid,orcid.org/0000-0002-8803-0401,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1089406?guid=1652809887957&returnUrl=%2fresultado%2flistar%3fguid%3d1652809887957%26quantidadePaginas%3d1%26codigoRegistro%3d1089406%231089406&i=2,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-0171-4430,orcid.org/0000-0001-9772-263X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1088502?guid=1652809989644&returnUrl=%2fresultado%2flistar%3fguid%3d1652809989644%26quantidadePaginas%3d1%26codigoRegistro%3d1088502%231088502&i=1,orcid.org/0000-0003-1783-4231,orcid.org/0000-0002-8588-8197,orcid.org/0000-0002-5564-698X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1060991?guid=1652810020719&returnUrl=%2fresultado%2flistar%3fguid%3d1652810020719%26quantidadePaginas%3d1%26codigoRegistro%3d1060991%231060991&i=2,orcid.org/0000-0002-0323-9207,sem orcid,orcid.org/0000-0002-4515-2521,orcid.org/0000-0001-5814-7847,orcid.org/0000-0003-0037-5972
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1089548?guid=1652810072374&returnUrl=%2fresultado%2flistar%3fguid%3d1652810072374%26quantidadePaginas%3d1%26codigoRegistro%3d1089548%231089548&i=2,orcid.org/0000-0002-0472-4810,orcid.org/0000-0002-1649-6843,orcid.org/0000-0001-6030-2682,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1090831?guid=1652810103206&returnUrl=%2fresultado%2flistar%3fguid%3d1652810103206%26quantidadePaginas%3d1%26codigoRegistro%3d1090831%231090831&i=1,orcid.org/0000-0002-0472-4810,orcid.org/0000-0003-4462-3325,orcid.org/0000-0003-0602-6298,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1090300?guid=1652810127488&returnUrl=%2fresultado%2flistar%3fguid%3d1652810127488%26quantidadePaginas%3d1%26codigoRegistro%3d1090300%231090300&i=1,orcid.org/0000-0002-0472-4810,orcid.org/0000-0002-8972-080X,orcid.org/0000-0002-3734-7679,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1091632?guid=1652810156960&returnUrl=%2fresultado%2flistar%3fguid%3d1652810156960%26quantidadePaginas%3d1%26codigoRegistro%3d1091632%231091632&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0002-5227-9221,orcid.org/0000-0002-1180-2637,,
