tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1090650?guid=1652810266839&returnUrl=%2fresultado%2flistar%3fguid%3d1652810266839%26quantidadePaginas%3d1%26codigoRegistro%3d1090650%231090650&i=2,orcid.org/0000-0003-0125-630X,orcid.org/0000-0002-2582-1695,orcid.org/0000-0003-0467-3133,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1091949?guid=1652810371000&returnUrl=%2fresultado%2flistar%3fguid%3d1652810371000%26quantidadePaginas%3d1%26codigoRegistro%3d1091949%231091949&i=2,orcid.org/0000-0002-7002-875X,orcid.org/0000-0001-5227-7165,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1091333?guid=1652810459431&returnUrl=%2fresultado%2flistar%3fguid%3d1652810459431%26quantidadePaginas%3d1%26codigoRegistro%3d1091333%231091333&i=1,orcid.org/0000-0003-1783-4231,orcid.org/0000-0002-8588-8197,orcid.org/0000-0002-6731-1482,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1091134?guid=1652810506573&returnUrl=%2fresultado%2flistar%3fguid%3d1652810506573%26quantidadePaginas%3d1%26codigoRegistro%3d1091134%231091134&i=5,orcid.org/0000-0001-9772-263X,orcid.org/0000-0001-5265-8988,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1091235?guid=1652810571583&returnUrl=%2fresultado%2flistar%3fguid%3d1652810571583%26quantidadePaginas%3d1%26codigoRegistro%3d1091235%231091235&i=1,orcid.org/0000-0003-0125-630X,sem orcid,orcid.org/0000-0002-0512-506X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1091589?guid=1652810639818&returnUrl=%2fresultado%2flistar%3fguid%3d1652810639818%26quantidadePaginas%3d1%26codigoRegistro%3d1091589%231091589&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0003-3441-0887,orcid.org/0000-0001-9152-0658,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1092935?guid=1652810669822&returnUrl=%2fresultado%2flistar%3fguid%3d1652810669822%26quantidadePaginas%3d1%26codigoRegistro%3d1092935%231092935&i=9,orcid.org/0000-0002-4236-8212,sem orcid,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1093511?guid=1652810746539&returnUrl=%2fresultado%2flistar%3fguid%3d1652810746539%26quantidadePaginas%3d1%26codigoRegistro%3d1093511%231093511&i=1,orcid.org/0000-0003-0467-3133,orcid.org/0000-0002-0689-2703,orcid.org/0000-0003-2944-4476,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1093509?guid=1652810772235&returnUrl=%2fresultado%2flistar%3fguid%3d1652810772235%26quantidadePaginas%3d1%26codigoRegistro%3d1093509%231093509&i=1,orcid.org/0000-0001-9772-263X,orcid.org/0000-0001-5295-3514,orcid.org/0000-0002-9545-2098,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1092725?guid=1652810833664&returnUrl=%2fresultado%2flistar%3fguid%3d1652810833664%26quantidadePaginas%3d1%26codigoRegistro%3d1092725%231092725&i=1,orcid.org/0000-0003-4869-5190,orcid.org/0000-0002-9539-6874,orcid.org/0000-0003-3738-6448,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1096114?guid=1652810879477&returnUrl=%2fresultado%2flistar%3fguid%3d1652810879477%26quantidadePaginas%3d1%26codigoRegistro%3d1096114%231096114&i=7,orcid.org/0000-0002-5945-0845,sem orcid,orcid.org/0000-0002-8972-080X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1101352?guid=1652811001457&returnUrl=%2fresultado%2flistar%3fguid%3d1652811001457%26quantidadePaginas%3d1%26codigoRegistro%3d1101352%231101352&i=1,orcid.org/0000-0002-2914-5380,orcid.org/0000-0002-9529-4253,orcid.org/0000-0003-2059-9463,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1121198?guid=1652811034762&returnUrl=%2fresultado%2flistar%3fguid%3d1652811034762%26quantidadePaginas%3d1%26codigoRegistro%3d1121198%231121198&i=1,orcid.org/0000-0002-8972-080X,orcid.org/0000-0002-3734-7679,orcid.org/0000-0002-5945-0845,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1095127?guid=1652811085233&returnUrl=%2fresultado%2flistar%3fguid%3d1652811085233%26quantidadePaginas%3d1%26codigoRegistro%3d1095127%231095127&i=1,orcid.org/0000-0001-9068-938X,orcid.org/0000-0002-5652-0852,orcid.org/0000-0002-8889-1586,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1097137?guid=1652811136333&returnUrl=%2fresultado%2flistar%3fguid%3d1652811136333%26quantidadePaginas%3d1%26codigoRegistro%3d1097137%231097137&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-6137-874X,orcid.org/0000-0001-9152-0658,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1095898?guid=1652811185296&returnUrl=%2fresultado%2flistar%3fguid%3d1652811185296%26quantidadePaginas%3d1%26codigoRegistro%3d1095898%231095898&i=1,orcid.org/0000-0003-4462-3325,orcid.org/0000-0003-4237-4281,orcid.org/0000-0003-1381-4794,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1127232?guid=1652811215905&returnUrl=%2fresultado%2flistar%3fguid%3d1652811215905%26quantidadePaginas%3d1%26codigoRegistro%3d1127232%231127232&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0001-9756-378X,orcid.org/0000-0002-1180-2637,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1095870?guid=1652811258853&returnUrl=%2fresultado%2flistar%3fguid%3d1652811258853%26quantidadePaginas%3d1%26codigoRegistro%3d1095870%231095870&i=10,orcid.org/0000-0003-4869-5190,orcid.org/0000-0003-1140-4513,orcid.org/0000-0002-5652-0852,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1095682?guid=1652811330295&returnUrl=%2fresultado%2flistar%3fguid%3d1652811330295%26quantidadePaginas%3d1%26codigoRegistro%3d1095682%231095682&i=3,orcid.org/0000-0003-3333-6822,orcid.org/0000-0002-0472-4810,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1096946?guid=1652811360593&returnUrl=%2fresultado%2flistar%3fguid%3d1652811360593%26quantidadePaginas%3d1%26codigoRegistro%3d1096946%231096946&i=2,orcid.org/0000-0002-5564-698X,orcid.org/0000-0003-4869-5190,sem orcid,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1157337?guid=1652811412322&returnUrl=%2fresultado%2flistar%3fguid%3d1652811412322%26quantidadePaginas%3d1%26codigoRegistro%3d1157337%231157337&i=2,orcid.org/0000-0002-8603-699X,orcid.org/0000-0002-5591-3750,orcid.org/0000-0002-9539-6874,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1126239?guid=1652811497203&returnUrl=%2fresultado%2flistar%3fguid%3d1652811497203%26quantidadePaginas%3d1%26codigoRegistro%3d1126239%231126239&i=1,orcid.org/0000-0003-0467-3133,orcid.org/0000-0003-4929-7258,orcid.org/0000-0001-9068-938X,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1128708?guid=1652811512190&returnUrl=%2fresultado%2flistar%3fguid%3d1652811512190%26quantidadePaginas%3d1%26codigoRegistro%3d1128708%231128708&i=1,orcid.org/0000-0003-4290-6508,orcid.org/0000-0002-6804-1453,orcid.org/0000-0002-7603-9695,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1097684?guid=1652811558719&returnUrl=%2fresultado%2flistar%3fguid%3d1652811558719%26quantidadePaginas%3d1%26codigoRegistro%3d1097684%231097684&i=2,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-0467-3133,orcid.org/0000-0003-2277-4632,,
MESTRADO,https://repositorio.unicamp.br/acervo/detalhe/1126948?guid=1652811575596&returnUrl=%2fresultado%2flistar%3fguid%3d1652811575596%26quantidadePaginas%3d1%26codigoRegistro%3d1126948%231126948&i=2,orcid.org/0000-0003-4869-5190,orcid.org/0000-0002-5270-4427,orcid.org/0000-0003-1140-4513,,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1081374?guid=1652811631162&returnUrl=%2fresultado%2flistar%3fguid%3d1652811631162%26quantidadePaginas%3d1%26codigoRegistro%3d1081374%231081374&i=1,orcid.org/0000-0003-4869-5190,orcid.org/0000-0001-5227-7165,sem orcid,orcid.org/0000-0002-6731-1482,orcid.org/0000-0002-5564-698X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1082432?guid=1652811679276&returnUrl=%2fresultado%2flistar%3fguid%3d1652811679276%26quantidadePaginas%3d1%26codigoRegistro%3d1082432%231082432&i=3,orcid.org/0000-0001-6305-9059,sem orcid,orcid.org/0000-0003-0524-3274,orcid.org/0000-0002-1180-2637,orcid.org/0000-0003-3109-4305
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1089611?guid=1652811753656&returnUrl=%2fresultado%2flistar%3fguid%3d1652811753656%26quantidadePaginas%3d1%26codigoRegistro%3d1089611%231089611&i=1,orcid.org/0000-0003-0125-630X,sem orcid,sem orcid,orcid.org/0000-0002-1941-6036,orcid.org/0000-0002-1756-4852
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1092459?guid=1652811785404&returnUrl=%2fresultado%2flistar%3fguid%3d1652811785404%26quantidadePaginas%3d1%26codigoRegistro%3d1092459%231092459&i=2,orcid.org/0000-0001-9772-263X,sem orcid,orcid.org/0000-0003-2430-2030,orcid.org/0000-0002-0512-506X,orcid.org/0000-0002-8972-080X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1093195?guid=1652811858779&returnUrl=%2fresultado%2flistar%3fguid%3d1652811858779%26quantidadePaginas%3d1%26codigoRegistro%3d1093195%231093195&i=11,orcid.org/0000-0003-1783-4231,orcid.org/0000-0002-5591-3750,orcid.org/0000-0002-8007-9817,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-6305-9059
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1127094?guid=1652811920746&returnUrl=%2fresultado%2flistar%3fguid%3d1652811920746%26quantidadePaginas%3d1%26codigoRegistro%3d1127094%231127094&i=1,orcid.org/0000-0003-2046-602X,orcid.org/0000-0002-1180-2637,sem orcid,sem orcid,
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1093544?guid=1652811956822&returnUrl=%2fresultado%2flistar%3fguid%3d1652811956822%26quantidadePaginas%3d1%26codigoRegistro%3d1093544%231093544&i=1,orcid.org/0000-0002-9545-2098,orcid.org/0000-0002-7941-6281,sem orcid,orcid.org/0000-0002-1756-4852,orcid.org/0000-0002-7603-9695
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1095922?guid=1652811991124&returnUrl=%2fresultado%2flistar%3fguid%3d1652811991124%26quantidadePaginas%3d1%26codigoRegistro%3d1095922%231095922&i=4,orcid.org/0000-0003-1908-4753,sem orcid,sem orcid,orcid.org/0000-0002-9545-2098,orcid.org/0000-0001-8309-6367
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1127063?guid=1652812025878&returnUrl=%2fresultado%2flistar%3fguid%3d1652812025878%26quantidadePaginas%3d1%26codigoRegistro%3d1127063%231127063&i=1,orcid.org/0000-0003-2046-602X,sem orcid,orcid.org/0000-0001-9756-378X,orcid.org/0000-0002-8972-080X,orcid.org/0000-0002-1180-2637
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1095424?guid=1652812126028&returnUrl=%2fresultado%2flistar%3fguid%3d1652812126028%26quantidadePaginas%3d1%26codigoRegistro%3d1095424%231095424&i=4,orcid.org/0000-0003-0125-630X,orcid.org/0000-0003-2430-2030,orcid.org/0000-0001-8597-4987,orcid.org/0000-0002-6197-2626,orcid.org/0000-0002-0512-506X
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1126968?guid=1652812168881&returnUrl=%2fresultado%2flistar%3fguid%3d1652812168881%26quantidadePaginas%3d1%26codigoRegistro%3d1126968%231126968&i=3,orcid.org/0000-0002-2914-5380,sem orcid,orcid.org/0000-0002-5163-2986,orcid.org/0000-0003-4879-7015,orcid.org/0000-0003-4344-1263
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1101154?guid=1652812212230&returnUrl=%2fresultado%2flistar%3fguid%3d1652812212230%26quantidadePaginas%3d1%26codigoRegistro%3d1101154%231101154&i=1,orcid.org/0000-0002-4236-8212,orcid.org/0000-0003-4929-7258,orcid.org/0000-0002-2867-4838,orcid.org/0000-0003-0467-3133,orcid.org/0000-0002-0456-7640
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1126430?guid=1652812312737&returnUrl=%2fresultado%2flistar%3fguid%3d1652812312737%26quantidadePaginas%3d1%26codigoRegistro%3d1126430%231126430&i=1,orcid.org/0000-0002-5945-0845,sem orcid,orcid.org/0000-0001-6476-4534,sem orcid,orcid.org/0000-0001-6030-2682
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1097898?guid=1652812369662&returnUrl=%2fresultado%2flistar%3fguid%3d1652812369662%26quantidadePaginas%3d1%26codigoRegistro%3d1097898%231097898&i=1,orcid.org/0000-0002-3372-3366,orcid.org/0000-0002-5250-1785,orcid.org/0000-0002-7789-3359,orcid.org/0000-0002-8603-699X,orcid.org/0000-0002-6023-5982
DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/1126478?guid=1652812479554&returnUrl=%2fresultado%2flistar%3fguid%3d1652812479554%26quantidadePaginas%3d1%26codigoRegistro%3d1126478%231126478&i=2,orcid.org/0000-0003-3333-6822,orcid.org/0000-0003-0602-6298,orcid.org/0000-0001-6822-931X,orcid.org/0000-0003-4462-3325,orcid.org/0000-0003-2608-4807
